"a.i."	"length.patient."	"mean.d.JMJD1C."	"median.d.JMJD1C."	"sum.d.JMJD1C."	"mean.e.IFNG."	"median.e.IFNG."	"sum.e.IFNG."	"mean.f.STAT3_mean."	"median.f.STAT3_mean."	"sum.f.STAT3_mean."	"mean.f.STAT3_median."	"median.f.STAT3_median."	"sum.f.STAT3_median."	"mean.f.STAT3_sum."	"median.f.STAT3_sum."	"sum.f.STAT3_sum."	"mean.f.PI3K_mean."	"median.f.PI3K_mean."	"sum.f.PI3K_mean."	"mean.f.PI3K_median."	"median.f.PI3K_median."	"sum.f.PI3K_median."	"mean.f.PI3K_sum."	"median.f.PI3K_sum."	"sum.f.PI3K_sum."	"mean.o.GZMB."	"median.o.GZMB."	"sum.o.GZMB."	"mean.p.TNF."	"median.p.TNF."	"sum.p.TNF."	"mean.q.IFNG."	"median.q.IFNG."	"sum.q.IFNG."	"Treg_frequence"	"CD8_frequence"	"CD8_ratio"
"1"	"MELA.MosheSade-Feldman2018.sce.rds"	32	0.896762470033289	1.37065019879896	7.17409976026631	-0.592471820277606	-0.675803920953227	-4.73977456222085	0.242784051724138	0.192465517241379	1.9422724137931	-0.0751	-0.07505	-0.6008	21.1222125	16.7445	168.9777	0.321071274038462	0.376459615384615	2.56857019230769	-0.4563375	-0.44415	-3.6507	33.3914125	39.1518	267.1313	-0.355385500113468	-0.73946311851389	-15.6369620049926	-0.102177283177232	-0.471226423413752	-4.49580045979823	0.096223226628351	-0.675803920953227	4.23382197164744	0.228571428571429	0.556962025316456	5.5
"2"	"MELA.MosheSade-Feldman2018.sce.rds"	32	0.256895551662707	0.314070643100122	13.3585686864608	-0.339068719083801	-0.675803920953227	-17.6315733923576	0.100668015030946	0.0492798850574713	5.23473678160919	-0.0575384615384615	-0.06075	-2.992	8.75811730769231	4.28735	455.4221	0.307712592455621	0.311235096153846	16.0010548076923	-0.418369230769231	-0.39855	-21.7552	32.0021096153846	32.36845	1664.1097	0.151185518868966	-0.73946311851389	60.3230220287173	0.500295775576687	-0.471226423413752	199.618014455098	0.316972228687516	-0.675803920953227	126.471919246319	0.242990654205607	0.65089722675367	7.67307692307692
"3"	"MELA.MosheSade-Feldman2018.sce.rds"	32	-0.1495921222233	-0.831649619531121	-2.99184244446599	-0.675803920953227	-0.675803920953227	-13.5160784190645	0.321467873563218	0.362159770114942	6.42935747126437	-0.040005	-0.0325	-0.8001	27.967705	31.5079	559.3541	0.441356778846154	0.42035	8.82713557692308	-0.3046475	-0.262675	-6.09295	45.901105	43.7164	918.0221	0.589751786294841	1.22645994886559	67.2317036376119	-0.0289861644188529	-0.471226423413752	-3.30442274374923	0.462751191774191	0.114394180558254	52.7536358622578	0.25	0.587628865979381	5.7
"4"	"MELA.MosheSade-Feldman2018.sce.rds"	32	-0.0238587805543527	-0.831649619531121	-0.668045855521875	-0.675803920953227	-0.675803920953227	-18.9225097866904	0.038706157635468	-0.00748448275862073	1.0837724137931	-0.0822178571428571	-0.0737	-2.3021	3.36743571428571	-0.651150000000003	94.2882	0.314633379120879	0.309640384615385	8.80973461538461	-0.395294642857143	-0.4373	-11.06825	32.7218714285714	32.2026	916.2124	0.146809917741093	-0.73946311851389	31.710942232076	-0.0935658475973653	-0.471226423413752	-20.2102230810309	0.324397117510803	-0.675803920953227	70.0697773823335	0.212121212121212	0.620689655172414	7.71428571428571
"5"	"MELA.MosheSade-Feldman2018.sce.rds"	32	-0.241986226614604	-0.831649619531121	-5.32369698552129	-0.675803920953227	-0.675803920953227	-14.867686260971	-0.00024096133751306	-0.0517103448275862	-0.00530114942528732	-0.0869954545454545	-0.095	-1.9139	-0.0209636363636363	-4.4988	-0.461199999999999	0.161015690559441	0.148855288461538	3.54234519230769	-0.492302272727273	-0.509325	-10.83065	16.7456318181818	15.48095	368.4039	-0.360199495222014	-0.73946311851389	-68.4379040921826	-0.360499361910052	-0.471226423413752	-68.4948787629099	-0.315546705445004	-0.675803920953227	-59.9538740345508	0.17741935483871	0.605095541401274	8.63636363636364
"6"	"MELA.MosheSade-Feldman2018.sce.rds"	32	-0.483680422044973	-0.831649619531121	-8.70624759680951	-0.675803920953227	-0.675803920953227	-12.1644705771581	-0.000176436781609197	0.000464942528735621	-0.00317586206896555	-0.0860666666666667	-0.0804	-1.5492	-0.0153500000000003	0.0404499999999994	-0.276300000000006	0.23859983974359	0.149961538461538	4.29479711538462	-0.469280555555556	-0.436925	-8.44705	24.8143833333333	15.596	446.6589	-0.260511540546147	-0.73946311851389	-36.4716156764606	-0.105209036911583	-0.471226423413752	-14.7292651676216	-0.251917417236817	-0.675803920953227	-35.2684384131544	0.290322580645161	0.693069306930693	7.77777777777778
"7"	"MELA.MosheSade-Feldman2018.sce.rds"	32	-0.143041201431645	-0.831649619531121	-5.29252445297087	-0.618285714249888	-0.675803920953227	-22.8765714272459	0.346622491456974	0.458803448275862	12.825032183908	-0.0412135135135135	-0.0274	-1.5249	30.1561567567568	39.9159	1115.7778	0.347320582120582	0.288047115384615	12.8508615384615	-0.380398648648649	-0.41805	-14.07475	36.1213405405405	29.9569	1336.4896	0.580318648260714	1.15518781349232	232.127459304286	-0.038978593200154	-0.471226423413752	-15.5914372800616	0.183874504778914	-0.675803920953227	73.5498019115654	0.393617021276596	0.809716599190283	10.8108108108108
"8"	"MELA.MosheSade-Feldman2018.sce.rds"	32	0.365341115061246	0.0833535192750666	3.28807003555121	-0.159883036583882	-0.675803920953227	-1.43894732925494	-0.0083752234993614	-0.108749425287356	-0.0753770114942526	-0.0737666666666667	-0.0733	-0.6639	-0.728644444444441	-9.46119999999999	-6.55779999999997	0.357102243589744	0.343842307692308	3.21392019230769	-0.467844444444444	-0.4849	-4.2106	37.1386333333333	35.7596	334.2477	0.127928667886547	-0.73946311851389	12.2811521171085	0.159492601403788	-0.471226423413752	15.3112897347637	0.325516737485563	-0.675803920953227	31.249606798614	0.0927835051546392	0.49740932642487	10.6666666666667
"9"	"MELA.MosheSade-Feldman2018.sce.rds"	32	-0.290906360566146	-0.831649619531121	-1.16362544226459	-0.675803920953227	-0.675803920953227	-2.70321568381291	0.186869252873563	0.141612068965517	0.747477011494253	-0.076775	-0.05805	-0.3071	16.257625	12.32025	65.0305	0.158889903846154	0.202401442307692	0.635559615384615	-0.4116375	-0.423525	-1.64655	16.52455	21.04975	66.0982	-0.0805038323281489	-0.73946311851389	-3.6226724547667	-0.08763031448292	-0.471226423413752	-3.9433641517314	-0.397745355963805	-0.675803920953227	-17.8985410183712	0.08	0.473684210526316	11.25
"10"	"MELA.MosheSade-Feldman2018.sce.rds"	32	-0.456734293315405	-0.831649619531121	-5.93754581310027	-0.675803920953227	-0.675803920953227	-8.78545097239195	0.114298496905393	0.0721241379310346	1.48588045977012	-0.0576692307692308	-0.06	-0.7497	9.94396923076923	6.27480000000001	129.2716	0.398001479289941	0.420942307692308	5.17401923076923	-0.381730769230769	-0.4122	-4.9625	41.3921538461538	43.778	538.098	-0.0211736292051113	-0.73946311851389	-1.6938903364089	0.241475346457387	-0.471226423413752	19.318027716591	-0.417153900779281	-0.675803920953227	-33.3723120623425	0.149425287356322	0.479041916167665	6.15384615384615
