"i"	"d"	"f"	"o"	"n"
"2710"	20	6	17	0.18921903639264	0.517063877286448
"2711"	20	6	18	-0.167216822858612	0.567740114633607
"2712"	20	6	19	-0.204620585866459	0.482854333654587
"2713"	20	6	20	0.0616061978952781	0.834280215227015
"2714"	20	6	21	-0.184818593685834	0.527033473063023
"2715"	20	6	22	-0.147414830677987	0.615025596391894
"2716"	20	6	23	-0.224422578047084	0.440504281706675
"2717"	20	6	24	-0.167216822858612	0.567740114633607
"2718"	20	6	25	-0.204620585866459	0.482854333654587
"2719"	20	6	26	0.0616061978952781	0.834280215227015
"2720"	20	7	9	NA	NA
"2721"	20	7	10	NA	NA
"2722"	20	7	11	NA	NA
"2723"	20	7	12	NA	NA
"2724"	20	7	13	NA	NA
"2725"	20	7	14	NA	NA
"2726"	20	7	15	NA	NA
"2727"	20	7	16	NA	NA
"2728"	20	7	17	NA	NA
"2729"	20	7	18	NA	NA
"2730"	20	7	19	NA	NA
"2731"	20	7	20	NA	NA
"2732"	20	7	21	NA	NA
"2733"	20	7	22	NA	NA
"2734"	20	7	23	NA	NA
"2735"	20	7	24	NA	NA
"2736"	20	7	25	NA	NA
"2737"	20	7	26	NA	NA
"2738"	20	8	9	-0.814081900759032	0.000394282055125512
"2739"	20	8	10	-0.814081900759032	0.000394282055125512
"2740"	20	8	11	-0.928493411135977	1.65223594819967e-06
"2741"	20	8	12	-0.739274374743337	0.0025162841869166
"2742"	20	8	13	-0.688669283615073	0.00645730780000884
"2743"	20	8	14	0.451045377447572	0.1055016557898
"2744"	20	8	15	-0.814081900759032	0.000394282055125512
"2745"	20	8	16	-0.814081900759032	0.000394282055125512
"2746"	20	8	17	-0.928493411135977	1.65223594819967e-06
"2747"	20	8	18	-0.431243385266947	0.123670190541937
"2748"	20	8	19	-0.40264050767271	0.153479001367329
"2749"	20	8	20	-0.893289869481532	1.68766115117014e-05
"2750"	20	8	21	-0.620462421659586	0.0179085970274387
"2751"	20	8	22	-0.561056445117711	0.0368515878611408
"2752"	20	8	23	0.941694739256393	4.99859590309142e-07
"2753"	20	8	24	-0.431243385266947	0.123670190541937
"2754"	20	8	25	-0.40264050767271	0.153479001367329
"2755"	20	8	26	-0.893289869481532	1.68766115117014e-05
"2756"	21	3	6	0.0646276086113222	0.833857726495953
"2757"	21	3	7	-0.251618139870098	0.406947278891977
"2758"	21	3	8	-0.768042812219078	0.00216734635872539
"2759"	21	3	9	-0.0895973582150454	0.770988213255977
"2760"	21	3	10	-0.0477852577146909	0.876806733776651
"2761"	21	3	11	0.203087345287436	0.505762723852831
"2762"	21	3	12	-0.179194716430091	0.558030564097791
"2763"	21	3	13	0.0298657860716818	0.922843488949773
"2764"	21	3	14	-0.728725180149036	0.00472038473564164
"2765"	21	3	15	-0.0895973582150454	0.770988213255977
"2766"	21	3	16	-0.0477852577146909	0.876806733776651
"2767"	21	3	17	0.203087345287436	0.505762723852831
"2768"	21	3	18	0.280738389073809	0.352835757265759
"2769"	21	3	19	0.292684703502482	0.3318288171385
"2770"	21	3	20	0.238926288573455	0.431780609696144
"2771"	21	3	21	0.256845760216464	0.396935794581829
"2772"	21	3	22	0.215033659716109	0.480489666077693
"2773"	21	3	23	-0.728725180149036	0.00472038473564164
"2774"	21	3	24	0.280738389073809	0.352835757265759
"2775"	21	3	25	0.292684703502482	0.3318288171385
"2776"	21	3	26	0.238926288573455	0.431780609696144
"2777"	21	3	27	0.0239255161803552	0.938160208858923
"2778"	21	3	28	-0.157529795990098	0.60726588011497
"2779"	21	3	29	0.292684703502482	0.3318288171385
"2780"	21	3	30	0.420437482591261	0.152576692810507
"2781"	21	3	31	NA	NA
"2782"	21	3	32	0.346443118431509	0.246204118938506
"2783"	21	3	33	-0.203087345287436	0.505762723852831
"2784"	21	3	34	-0.569055109164605	0.0423882467942682
"2785"	21	3	35	-0.0298657860716818	0.922843488949773
"2786"	21	3	36	-0.464196706355495	0.110052353520393
"2787"	21	3	37	-0.25826873930606	0.394232855909951
"2788"	21	3	38	0.167248402001418	0.584974188148407
"2789"	21	4	6	NA	NA
"2790"	21	4	7	NA	NA
"2791"	21	4	8	NA	NA
"2792"	21	4	9	NA	NA
"2793"	21	4	10	NA	NA
"2794"	21	4	11	NA	NA
"2795"	21	4	12	NA	NA
"2796"	21	4	13	NA	NA
"2797"	21	4	14	NA	NA
"2798"	21	4	15	NA	NA
"2799"	21	4	16	NA	NA
"2800"	21	4	17	NA	NA
"2801"	21	4	18	NA	NA
"2802"	21	4	19	NA	NA
"2803"	21	4	20	NA	NA
"2804"	21	4	21	NA	NA
"2805"	21	4	22	NA	NA
"2806"	21	4	23	NA	NA
"2807"	21	4	24	NA	NA
"2808"	21	4	25	NA	NA
"2809"	21	4	26	NA	NA
"2810"	21	4	27	NA	NA
"2811"	21	4	28	NA	NA
"2812"	21	4	29	NA	NA
"2813"	21	4	30	NA	NA
"2814"	21	4	31	NA	NA
"2815"	21	4	32	NA	NA
"2816"	21	4	33	NA	NA
"2817"	21	4	34	NA	NA
"2818"	21	4	35	NA	NA
"2819"	21	4	36	NA	NA
"2820"	21	4	37	NA	NA
"2821"	21	4	38	NA	NA
"2822"	21	5	6	-0.0248793917428756	0.935699234968323
"2823"	21	5	7	-0.357652697312692	0.230216786502899
"2824"	21	5	8	-0.36681261567265	0.217633818742498
"2825"	21	5	9	0.113204121678618	0.712706494508625
"2826"	21	5	10	0.130184739930411	0.671635871631151
"2827"	21	5	11	0.0367913395455509	0.9050174763504
"2828"	21	5	12	0.00566020608393091	0.985358319964068
"2829"	21	5	13	0.118864327762549	0.698930741877335
"2830"	21	5	14	-0.305651128532269	0.309832645860047
"2831"	21	5	15	0.113204121678618	0.712706494508625
"2832"	21	5	16	0.130184739930411	0.671635871631151
"2833"	21	5	17	0.0367913395455509	0.9050174763504
"2834"	21	5	18	0.416025147168922	0.157381636130575
"2835"	21	5	19	0.331122055909958	0.269102719881575
"2836"	21	5	20	0.472627208008231	0.102898314157741
"2837"	21	5	21	0.130184739930411	0.671635871631151
"2838"	21	5	22	0.107543915594687	0.726562955643312
"2839"	21	5	23	-0.285840407238511	0.343777853475707
"2840"	21	5	24	0.416025147168922	0.157381636130575
"2841"	21	5	25	0.331122055909958	0.269102719881575
"2842"	21	5	26	0.472627208008231	0.102898314157741
"2843"	21	5	27	0.188460905203812	0.537495964426116
"2844"	21	5	28	0.0497587834857512	0.871755849655247
"2845"	21	5	29	0.390554219791233	0.187027807063343
"2846"	21	5	30	0.313036064349484	0.297683542167144
"2847"	21	5	31	NA	NA
"2848"	21	5	32	0.328291952867993	0.273464607200375
"2849"	21	5	33	0.09339340038486	0.761532832338233
"2850"	21	5	34	-0.179746884012736	0.556797839789379
"2851"	21	5	35	0.294330716364407	0.328989874503859
"2852"	21	5	36	-0.417172804927731	0.156122549665063
"2853"	21	5	37	0.00569156480635426	0.985277209863729
"2854"	21	5	38	0.288670510280476	0.338808783080105
"2855"	21	6	9	-0.278666031842775	0.356551437748216
"2856"	21	6	10	-0.230363919656694	0.448947376488661
"2857"	21	6	11	0.208070637109272	0.495148170985068
"2858"	21	6	12	-0.107750865645873	0.726054952744535
"2859"	21	6	13	-0.059448753459792	0.847024302295014
"2860"	21	6	14	-0.300959314390197	0.317694379028126
"2861"	21	6	15	-0.278666031842775	0.356551437748216
"2862"	21	6	16	-0.230363919656694	0.448947376488661
"2863"	21	6	17	0.208070637109272	0.495148170985068
"2864"	21	6	18	-0.252657202204116	0.404947173552884
"2865"	21	6	19	-0.226648372565457	0.456498211313652
"2866"	21	6	20	-0.115181959828347	0.70788349091791
"2867"	21	6	21	0.092888677280925	0.762788296875601
"2868"	21	6	22	-0.003715547091237	0.990388452523496
"2869"	21	6	23	-0.300959314390197	0.317694379028126
"2870"	21	6	24	-0.252657202204116	0.404947173552884
"2871"	21	6	25	-0.226648372565457	0.456498211313652
"2872"	21	6	26	-0.115181959828347	0.70788349091791
"2873"	21	7	9	-0.462910049886276	0.111172952769057
"2874"	21	7	10	-0.462910049886276	0.111172952769057
"2875"	21	7	11	-0.38575837490523	0.192977583019555
"2876"	21	7	12	-0.462910049886276	0.111172952769057
"2877"	21	7	13	-0.462910049886276	0.111172952769057
"2878"	21	7	14	0	1
"2879"	21	7	15	-0.462910049886276	0.111172952769057
"2880"	21	7	16	-0.462910049886276	0.111172952769057
"2881"	21	7	17	-0.38575837490523	0.192977583019555
"2882"	21	7	18	-0.462910049886276	0.111172952769057
"2883"	21	7	19	-0.462910049886276	0.111172952769057
"2884"	21	7	20	-0.38575837490523	0.192977583019555
"2885"	21	7	21	-0.308606699924184	0.304937231741436
"2886"	21	7	22	-0.308606699924184	0.304937231741436
"2887"	21	7	23	0	1
"2888"	21	7	24	-0.462910049886276	0.111172952769057
"2889"	21	7	25	-0.462910049886276	0.111172952769057
"2890"	21	7	26	-0.38575837490523	0.192977583019555
"2891"	21	8	9	0.158255245471173	0.605590753569951
"2892"	21	8	10	0.141299326313548	0.645192979736963
"2893"	21	8	11	-0.361726275362682	0.224567515867397
"2894"	21	8	12	0.0056519730525419	0.985379614922051
"2895"	21	8	13	-0.0904315688406705	0.768907771677929
"2896"	21	8	14	0.796928200408409	0.00110740743502414
"2897"	21	8	15	0.158255245471173	0.605590753569951
"2898"	21	8	16	0.141299326313548	0.645192979736963
"2899"	21	8	17	-0.361726275362682	0.224567515867397
"2900"	21	8	18	-0.175211164628799	0.566957373383464
"2901"	21	8	19	-0.339118383152514	0.257000793658837
"2902"	21	8	20	-0.0621717035779609	0.840096782407677
"2903"	21	8	21	-0.452157844203352	0.120839202704502
"2904"	21	8	22	-0.457809817255894	0.115690604013799
"2905"	21	8	23	0.813884119566034	0.000709890808060634
"2906"	21	8	24	-0.175211164628799	0.566957373383464
"2907"	21	8	25	-0.339118383152514	0.257000793658837
"2908"	21	8	26	-0.0621717035779609	0.840096782407677
"2909"	22	3	6	0.541910150132542	0.00756218568478174
"2910"	22	3	7	NA	NA
"2911"	22	3	8	-0.727901201453999	8.25430826725801e-05
"2912"	22	3	9	0.254672469722095	0.240909653580399
"2913"	22	3	10	0.33406429226704	0.119252627897831
"2914"	22	3	11	0.596469731717538	0.00266350241366542
"2915"	22	3	12	-0.115994545926055	0.598156986951068
"2916"	22	3	13	0.0469133496856491	0.831671520835859
"2917"	22	3	14	-0.750613594970385	3.69198208308743e-05
"2918"	22	3	15	0.254672469722095	0.240909653580399
"2919"	22	3	16	0.33406429226704	0.119252627897831
"2920"	22	3	17	0.596469731717538	0.00266350241366542
"2921"	22	3	18	0.507798345498509	0.0133740612130254
"2922"	22	3	19	0.595438669087085	0.00272117321231504
"2923"	22	3	20	0.718650653426317	0.000112052017146437
"2924"	22	3	21	-0.595438669087085	0.00272117321231504
"2925"	22	3	22	-0.629979267207288	0.00127451445149253
"2926"	22	3	23	-0.729476811046082	7.82614067096823e-05
"2927"	22	3	24	0.507798345498509	0.0133740612130254
"2928"	22	3	25	0.595438669087085	0.00272117321231504
"2929"	22	3	26	0.718650653426317	0.000112052017146437
"2930"	22	3	27	0.241784186841422	0.26635999030875
"2931"	22	3	28	0.0874174499643233	0.691647243007368
"2932"	22	3	29	0.316536227549325	0.141143888564878
"2933"	22	3	30	-0.418509648256114	0.0468693062165272
"2934"	22	3	31	NA	NA
"2935"	22	3	32	-0.411393989551077	0.0511401740219563
"2936"	22	3	33	0.200026150308042	0.360143637682784
"2937"	22	3	34	NA	NA
"2938"	22	3	35	-0.0304163475983879	0.890423518060764
"2939"	22	3	36	0.267111215412183	0.217903858325228
"2940"	22	3	37	-0.218585277656211	0.316332317229656
"2941"	22	3	38	-0.280449035483441	0.194914016846856
"2942"	22	4	6	NA	NA
"2943"	22	4	7	NA	NA
"2944"	22	4	8	NA	NA
"2945"	22	4	9	NA	NA
"2946"	22	4	10	NA	NA
"2947"	22	4	11	NA	NA
"2948"	22	4	12	NA	NA
"2949"	22	4	13	NA	NA
"2950"	22	4	14	NA	NA
"2951"	22	4	15	NA	NA
"2952"	22	4	16	NA	NA
"2953"	22	4	17	NA	NA
"2954"	22	4	18	NA	NA
"2955"	22	4	19	NA	NA
"2956"	22	4	20	NA	NA
"2957"	22	4	21	NA	NA
"2958"	22	4	22	NA	NA
"2959"	22	4	23	NA	NA
"2960"	22	4	24	NA	NA
"2961"	22	4	25	NA	NA
"2962"	22	4	26	NA	NA
"2963"	22	4	27	NA	NA
"2964"	22	4	28	NA	NA
"2965"	22	4	29	NA	NA
"2966"	22	4	30	NA	NA
"2967"	22	4	31	NA	NA
"2968"	22	4	32	NA	NA
"2969"	22	4	33	NA	NA
"2970"	22	4	34	NA	NA
"2971"	22	4	35	NA	NA
"2972"	22	4	36	NA	NA
"2973"	22	4	37	NA	NA
"2974"	22	4	38	NA	NA
"2975"	22	5	6	0.126799574377628	0.564255274169511
"2976"	22	5	7	NA	NA
"2977"	22	5	8	-0.0634291455479905	0.77371340201536
"2978"	22	5	9	-0.0237447621600836	0.914360457645618
"2979"	22	5	10	-0.017313889075061	0.937502309225261
"2980"	22	5	11	0.0880534930103101	0.689511806659522
"2981"	22	5	12	-0.0969577788203414	0.659863524777903
"2982"	22	5	13	0.0375958734201324	0.864767694730972
"2983"	22	5	14	-0.143952620595507	0.512274977445618
"2984"	22	5	15	-0.0237447621600836	0.914360457645618
"2985"	22	5	16	-0.017313889075061	0.937502309225261
"2986"	22	5	17	0.0880534930103101	0.689511806659522
"2987"	22	5	18	0.0974524613653431	0.658230327402819
"2988"	22	5	19	0.158793096945559	0.46925746189731
"2989"	22	5	20	0.234974208875827	0.280474176235723
"2990"	22	5	21	-0.109324842445385	0.619500960537481
"2991"	22	5	22	-0.202325160905712	0.354533530620602
"2992"	22	5	23	-0.0959684137303379	0.663134422546424
"2993"	22	5	24	0.0974524613653431	0.658230327402819
"2994"	22	5	25	0.158793096945559	0.46925746189731
"2995"	22	5	26	0.234974208875827	0.280474176235723
"2996"	22	5	27	0.245362542320864	0.259128489534484
"2997"	22	5	28	0.0832418504048532	0.705722119616147
"2998"	22	5	29	0.338362860781191	0.114283227087002
"2999"	22	5	30	-0.0906164920073506	0.680930193358728
"3000"	22	5	31	NA	NA
"3001"	22	5	32	-0.0657927784852317	0.765506103704435
"3002"	22	5	33	0.00148404763500523	0.994638006324262
"3003"	22	5	34	NA	NA
"3004"	22	5	35	-0.120207858435423	0.584835608263411
"3005"	22	5	36	-0.0667986472560939	0.762020731699008
"3006"	22	5	37	0.0568884926752003	0.796544670693831
"3007"	22	5	38	0.0262181748850923	0.905476624610195
"3008"	22	6	9	0.56117890068079	0.00533627615348526
"3009"	22	6	10	0.605329621645324	0.00220912981743166
"3010"	22	6	11	0.779608783347432	1.15942643728424e-05
"3011"	22	6	12	0.20332568865246	0.35210807746892
"3012"	22	6	13	0.167307995234024	0.445441039728728
"3013"	22	6	14	-0.707573396510561	0.000159146285342834
"3014"	22	6	15	0.56117890068079	0.00533627615348526
"3015"	22	6	16	0.605329621645324	0.00220912981743166
"3016"	22	6	17	0.779608783347432	1.15942643728424e-05
"3017"	22	6	18	0.422917432397117	0.0443665279114832
"3018"	22	6	19	0.391547183290737	0.0646546088561342
"3019"	22	6	20	0.654127786921914	0.000709660789137239
"3020"	22	6	21	-0.457773264737539	0.0280575111772894
"3021"	22	6	22	-0.585577983319085	0.00332808278046648
"3022"	22	6	23	-0.741267367772969	5.19187053313333e-05
"3023"	22	6	24	0.422917432397117	0.0443665279114832
"3024"	22	6	25	0.391547183290737	0.0646546088561342
"3025"	22	6	26	0.654127786921914	0.000709660789137239
"3026"	22	7	9	NA	NA
"3027"	22	7	10	NA	NA
"3028"	22	7	11	NA	NA
"3029"	22	7	12	NA	NA
"3030"	22	7	13	NA	NA
"3031"	22	7	14	NA	NA
"3032"	22	7	15	NA	NA
"3033"	22	7	16	NA	NA
"3034"	22	7	17	NA	NA
"3035"	22	7	18	NA	NA
"3036"	22	7	19	NA	NA
"3037"	22	7	20	NA	NA
"3038"	22	7	21	NA	NA
"3039"	22	7	22	NA	NA
"3040"	22	7	23	NA	NA
"3041"	22	7	24	NA	NA
"3042"	22	7	25	NA	NA
"3043"	22	7	26	NA	NA
"3044"	22	8	9	-0.522643694312223	0.0105086305507246
"3045"	22	8	10	-0.619649531514113	0.00161377986628713
"3046"	22	8	11	-0.887900367041788	1.58847718917661e-08
"3047"	22	8	12	-0.0188072541513868	0.932123319392244
"3048"	22	8	13	-0.0970058372018899	0.65970479371905
"3049"	22	8	14	0.969068516537247	3.0692858842233e-14
"3050"	22	8	15	-0.522643694312223	0.0105086305507246
"3051"	22	8	16	-0.619649531514113	0.00161377986628713
"3052"	22	8	17	-0.887900367041788	1.58847718917661e-08
"3053"	22	8	18	-0.658748823039365	0.000630777682223108
"3054"	22	8	19	-0.675576366227447	0.000403733420672756
"3055"	22	8	20	-0.851275714220666	2.61291551174404e-07
"3056"	22	8	21	0.737937261571519	5.84249640999281e-05
"3057"	22	8	22	0.770107564725208	1.72560386986975e-05
"3058"	22	8	23	0.98589605972533	8.66775659302884e-18
"3059"	22	8	24	-0.658748823039365	0.000630777682223108
"3060"	22	8	25	-0.675576366227447	0.000403733420672756
"3061"	22	8	26	-0.851275714220666	2.61291551174404e-07
"3062"	23	3	6	-0.336165461831723	0.0693262839946715
"3063"	23	3	7	-0.279215005847205	0.13511257947392
"3064"	23	3	8	-0.152275803857066	0.421795671242647
"3065"	23	3	9	0.0449888920373076	0.813383704267611
"3066"	23	3	10	0.00957684335447637	0.95994174070958
"3067"	23	3	11	0.0966593026940173	0.611368336229355
"3068"	23	3	12	-0.131180482227595	0.489584541105788
"3069"	23	3	13	-0.178396547138037	0.345581278768039
"3070"	23	3	14	-0.124053529033566	0.513673944327794
"3071"	23	3	15	0.0449888920373076	0.813383704267611
"3072"	23	3	16	0.00957684335447637	0.95994174070958
"3073"	23	3	17	0.0966593026940173	0.611368336229355
"3074"	23	3	18	0.306458987343244	0.0995320093334285
"3075"	23	3	19	0.147438844201473	0.436860865621434
"3076"	23	3	20	0.136525697123117	0.471902667779662
"3077"	23	3	21	0.393096012108158	0.0316385383618719
"3078"	23	3	22	0.336748538417867	0.068814506656203
"3079"	23	3	23	-0.0376392215559653	0.843461146646993
"3080"	23	3	24	0.306458987343244	0.0995320093334285
"3081"	23	3	25	0.147438844201473	0.436860865621434
"3082"	23	3	26	0.136525697123117	0.471902667779662
"3083"	23	3	27	0.0387571193690815	0.838871281094564
"3084"	23	3	28	0.0438201525073649	0.818150386203916
"3085"	23	3	29	0.116258423977597	0.540672460000262
"3086"	23	3	30	-0.00891265796267594	0.96271792849779
"3087"	23	3	31	NA	NA
"3088"	23	3	32	-0.0730512702387965	0.701252784626687
"3089"	23	3	33	0.0718343160720045	0.70600842265108
"3090"	23	3	34	-0.129103462981867	0.496545026459761
"3091"	23	3	35	0.17995556814923	0.341312863288248
"3092"	23	3	36	-0.155535735162308	0.411807025750681
"3093"	23	3	37	-0.0306270339841879	0.872360735288306
"3094"	23	3	38	0.0527839970932767	0.781766154660784
"3095"	23	4	6	-0.197149874359595	0.29637275159852
"3096"	23	4	7	-0.145340524338339	0.443486202620666
"3097"	23	4	8	0.00943625313193197	0.960529347922701
"3098"	23	4	9	-0.0401896274735063	0.832997273068244
"3099"	23	4	10	-0.0650569594727384	0.732687548314668
"3100"	23	4	11	-0.0582749598365842	0.759694156162398
"3101"	23	4	12	-0.138403029611887	0.465772454786722
"3102"	23	4	13	-0.131621029975733	0.488114592827461
"3103"	23	4	14	-0.00954503652495776	0.960074677911645
"3104"	23	4	15	-0.0401896274735063	0.832997273068244
"3105"	23	4	16	-0.0650569594727384	0.732687548314668
"3106"	23	4	17	-0.0582749598365842	0.759694156162398
"3107"	23	4	18	0.154730065772999	0.414263224927451
"3108"	23	4	19	0.0313981464636768	0.869174138844265
"3109"	23	4	20	-0.0612891818970972	0.747654894631674
"3110"	23	4	21	0.255455319628475	0.173051402672953
"3111"	23	4	22	0.280322651627707	0.13350605052309
"3112"	23	4	23	0.0783697735733374	0.68060066133815
"3113"	23	4	24	0.154730065772999	0.414263224927451
"3114"	23	4	25	0.0313981464636768	0.869174138844265
"3115"	23	4	26	-0.0612891818970972	0.747654894631674
"3116"	23	4	27	0.104504656622389	0.582605977203955
"3117"	23	4	28	0.0807954568726266	0.671255150417301
"3118"	23	4	29	0.215516877326678	0.252714869264873
"3119"	23	4	30	-0.0814202307182966	0.668855758062697
"3120"	23	4	31	NA	NA
"3121"	23	4	32	-0.0193412582216249	0.919197766342029
"3122"	23	4	33	0.00188409837660557	0.992116135240351
"3123"	23	4	34	-0.259611616901794	0.165924371636415
"3124"	23	4	35	0.0841470325226539	0.658421342637152
"3125"	23	4	36	-0.356114204890509	0.0534219572060904
"3126"	23	4	37	-0.060165541492938	0.75213625462739
"3127"	23	4	38	0.122578363794194	0.518731814664692
"3128"	23	5	6	-0.305103927380774	0.101114602832845
"3129"	23	5	7	-0.0643696795238677	0.735410766387323
"3130"	23	5	8	0.0621866465700037	0.744081354185792
"3131"	23	5	9	-0.0409389256065378	0.829928257947411
"3132"	23	5	10	-0.0970074541546221	0.610079429676202
"3133"	23	5	11	-0.062298365053427	0.743636874263039
"3134"	23	5	12	-0.143953722105597	0.447894557943316
"3135"	23	5	13	-0.179552787850413	0.34241255926894
"3136"	23	5	14	0.0854377577875571	0.653503929380601
"3137"	23	5	15	-0.0409389256065378	0.829928257947411
"3138"	23	5	16	-0.0970074541546221	0.610079429676202
"3139"	23	5	17	-0.062298365053427	0.743636874263039
"3140"	23	5	18	0.12704416587681	0.503495016257823
"3141"	23	5	19	-0.0195794861596485	0.918205801175958
"3142"	23	5	20	0.00467237737900703	0.980450344895487
"3143"	23	5	21	0.204027145549974	0.279499532041467
"3144"	23	5	22	0.167315609000633	0.376837663313335
"3145"	23	5	23	0.157970854242619	0.404433053151335
"3146"	23	5	24	0.12704416587681	0.503495016257823
"3147"	23	5	25	-0.0195794861596485	0.918205801175958
"3148"	23	5	26	0.00467237737900703	0.980450344895487
"3149"	23	5	27	-0.0117935024477081	0.950679965534477
"3150"	23	5	28	0.0086076899723412	0.963992790579198
"3151"	23	5	29	0.0711981314896309	0.708498857362552
"3152"	23	5	30	-0.00690038992275514	0.971131361654906
"3153"	23	5	31	NA	NA
"3154"	23	5	32	-0.0102347314016344	0.957192327329882
"3155"	23	5	33	-0.00890075656430797	0.962767678415305
"3156"	23	5	34	-0.213218921436761	0.257931473018872
"3157"	23	5	35	0.112582045417979	0.553633948023422
"3158"	23	5	36	-0.363778349960321	0.0481401324303057
"3159"	23	5	37	-0.0799955496217178	0.674331755499156
"3160"	23	5	38	0.100122372407293	0.598598745501146
"3161"	23	6	9	-0.080589917032337	0.672045203599512
"3162"	23	6	10	-0.0240055072011217	0.899799576636667
"3163"	23	6	11	-0.0743027603844242	0.696373700419195
"3164"	23	6	12	-0.0551555105930533	0.772211904455587
"3165"	23	6	13	0.0357224809540501	0.851342529908211
"3166"	23	6	14	-0.249771586830718	0.183143856464848
"3167"	23	6	15	-0.080589917032337	0.672045203599512
"3168"	23	6	16	-0.0240055072011217	0.899799576636667
"3169"	23	6	17	-0.0743027603844242	0.696373700419195
"3170"	23	6	18	-0.183756442027634	0.331040968952302
"3171"	23	6	19	-0.308070675747728	0.0976740938151836
"3172"	23	6	20	-0.125457353110624	0.508883319466696
"3173"	23	6	21	-0.0205761490295329	0.914057085341478
"3174"	23	6	22	-0.0188614699437385	0.921195931914394
"3175"	23	6	23	-0.188900479285017	0.317443828409305
"3176"	23	6	24	-0.183756442027634	0.331040968952302
"3177"	23	6	25	-0.308070675747728	0.0976740938151836
"3178"	23	6	26	-0.125457353110624	0.508883319466696
"3179"	23	7	9	0.0107270864972113	0.955135014336779
"3180"	23	7	10	0.0107270864972113	0.955135014336779
"3181"	23	7	11	-0.160906297458169	0.395644082597427
"3182"	23	7	12	-0.160906297458169	0.395644082597427
"3183"	23	7	13	-0.0965437784749017	0.611796275234177
"3184"	23	7	14	0.289631335424705	0.120552760811572
"3185"	23	7	15	0.0107270864972113	0.955135014336779
"3186"	23	7	16	0.0107270864972113	0.955135014336779
"3187"	23	7	17	-0.160906297458169	0.395644082597427
"3188"	23	7	18	-0.225268816441437	0.231353704255253
"3189"	23	7	19	-0.203814643447015	0.280011461128847
"3190"	23	7	20	-0.139452124463747	0.462365063496384
"3191"	23	7	21	-0.311085508419128	0.0942691470365128
"3192"	23	7	22	-0.289631335424705	0.120552760811572
"3193"	23	7	23	0.289631335424705	0.120552760811572
"3194"	23	7	24	-0.225268816441437	0.231353704255253
"3195"	23	7	25	-0.203814643447015	0.280011461128847
"3196"	23	7	26	-0.139452124463747	0.462365063496384
"3197"	23	8	9	-0.344774338942251	0.0620641313664035
"3198"	23	8	10	-0.425229113575833	0.0191532499684632
"3199"	23	8	11	-0.644083929892117	0.000122684555027806
"3200"	23	8	12	-0.246713117782205	0.188742039030013
"3201"	23	8	13	-0.215957552963827	0.251722488204738
"3202"	23	8	14	0.866504608796038	6.06682360353326e-10
"3203"	23	8	15	-0.344774338942251	0.0620641313664035
"3204"	23	8	16	-0.425229113575833	0.0191532499684632
"3205"	23	8	17	-0.644083929892117	0.000122684555027806
"3206"	23	8	18	-0.298195258891229	0.109479266312594
"3207"	23	8	19	-0.340094144295976	0.0659344834644465
"3208"	23	8	20	-0.41876598763574	0.0212665256543627
"3209"	23	8	21	-0.293515064244954	0.115432609425327
"3210"	23	8	22	-0.108981675334687	0.566465148286814
"3211"	23	8	23	0.853132624092395	2.11762161724111e-09
"3212"	23	8	24	-0.298195258891229	0.109479266312594
"3213"	23	8	25	-0.340094144295976	0.0659344834644465
"3214"	23	8	26	-0.41876598763574	0.0212665256543627
"3215"	24	3	6	0.5	1
"3216"	24	3	7	NA	NA
"3217"	24	3	8	-1	0.333333333333333
"3218"	24	3	9	0.5	1
"3219"	24	3	10	0.5	1
"3220"	24	3	11	0.5	1
"3221"	24	3	12	0.5	1
"3222"	24	3	13	1	0.333333333333333
"3223"	24	3	14	-1	0.333333333333333
"3224"	24	3	15	0.5	1
"3225"	24	3	16	0.5	1
"3226"	24	3	17	0.5	1
"3227"	24	3	18	0.5	1
"3228"	24	3	19	0.5	1
"3229"	24	3	20	0.5	1
"3230"	24	3	21	-0.5	1
"3231"	24	3	22	0.5	1
"3232"	24	3	23	-1	0.333333333333333
"3233"	24	3	24	0.5	1
"3234"	24	3	25	0.5	1
"3235"	24	3	26	0.5	1
"3236"	24	3	27	0.5	1
"3237"	24	3	28	0	1
"3238"	24	3	29	0.5	1
"3239"	24	3	30	-0.5	1
"3240"	24	3	31	NA	NA
"3241"	24	3	32	-0.5	1
"3242"	24	3	33	-0.5	1
"3243"	24	3	34	NA	NA
"3244"	24	3	35	-0.5	1
"3245"	24	3	36	0.5	1
"3246"	24	3	37	-0.5	1
"3247"	24	3	38	-1	0.333333333333333
"3248"	24	4	6	NA	NA
"3249"	24	4	7	NA	NA
"3250"	24	4	8	NA	NA
"3251"	24	4	9	NA	NA
"3252"	24	4	10	NA	NA
"3253"	24	4	11	NA	NA
"3254"	24	4	12	NA	NA
"3255"	24	4	13	NA	NA
"3256"	24	4	14	NA	NA
"3257"	24	4	15	NA	NA
"3258"	24	4	16	NA	NA
"3259"	24	4	17	NA	NA
"3260"	24	4	18	NA	NA
"3261"	24	4	19	NA	NA
"3262"	24	4	20	NA	NA
"3263"	24	4	21	NA	NA
"3264"	24	4	22	NA	NA
"3265"	24	4	23	NA	NA
"3266"	24	4	24	NA	NA
"3267"	24	4	25	NA	NA
"3268"	24	4	26	NA	NA
"3269"	24	4	27	NA	NA
"3270"	24	4	28	NA	NA
"3271"	24	4	29	NA	NA
"3272"	24	4	30	NA	NA
"3273"	24	4	31	NA	NA
