"i"	"d"	"f"	"o"	"n"
"1441"	11	4	35	-0.31524416249564	0.491016197899257
"1442"	11	4	36	-0.433460723431505	0.331269985360496
"1443"	11	4	37	-0.433460723431505	0.331269985360496
"1444"	11	4	38	0.0591082804679325	0.899829867314434
"1445"	11	5	6	-0.642857142857143	0.138888888888889
"1446"	11	5	7	NA	NA
"1447"	11	5	8	0.142857142857143	0.782539682539683
"1448"	11	5	9	-0.214285714285714	0.661507936507936
"1449"	11	5	10	0.0714285714285714	0.906349206349206
"1450"	11	5	11	-0.214285714285714	0.661507936507936
"1451"	11	5	12	0.607142857142857	0.166666666666667
"1452"	11	5	13	0.714285714285714	0.0880952380952381
"1453"	11	5	14	0.5	0.266666666666667
"1454"	11	5	15	-0.214285714285714	0.661507936507936
"1455"	11	5	16	0.0714285714285714	0.906349206349206
"1456"	11	5	17	-0.214285714285714	0.661507936507936
"1457"	11	5	18	0.821428571428571	0.0341269841269841
"1458"	11	5	19	0.714285714285714	0.0880952380952381
"1459"	11	5	20	0.785714285714285	0.048015873015873
"1460"	11	5	21	0.821428571428571	0.0341269841269841
"1461"	11	5	22	0.857142857142857	0.0238095238095238
"1462"	11	5	23	0.392857142857143	0.395634920634921
"1463"	11	5	24	0.821428571428571	0.0341269841269841
"1464"	11	5	25	0.714285714285714	0.0880952380952381
"1465"	11	5	26	0.785714285714285	0.048015873015873
"1466"	11	5	27	-0.464285714285714	0.302380952380952
"1467"	11	5	28	-0.464285714285714	0.302380952380952
"1468"	11	5	29	0.0714285714285714	0.906349206349206
"1469"	11	5	30	-0.5	0.266666666666667
"1470"	11	5	31	NA	NA
"1471"	11	5	32	-0.642857142857143	0.138888888888889
"1472"	11	5	33	-0.178571428571429	0.713095238095238
"1473"	11	5	34	0.356348322549899	0.432711075318333
"1474"	11	5	35	-0.142857142857143	0.782539682539683
"1475"	11	5	36	-0.321428571428571	0.497619047619048
"1476"	11	5	37	0.214285714285714	0.661507936507936
"1477"	11	5	38	0.571428571428571	0.2
"1478"	11	6	9	-0.142857142857143	0.782539682539683
"1479"	11	6	10	-0.464285714285714	0.302380952380952
"1480"	11	6	11	-0.142857142857143	0.782539682539683
"1481"	11	6	12	-0.464285714285714	0.302380952380952
"1482"	11	6	13	-0.25	0.59484126984127
"1483"	11	6	14	-0.107142857142857	0.83968253968254
"1484"	11	6	15	-0.142857142857143	0.782539682539683
"1485"	11	6	16	-0.464285714285714	0.302380952380952
"1486"	11	6	17	-0.142857142857143	0.782539682539683
"1487"	11	6	18	-0.642857142857143	0.138888888888889
"1488"	11	6	19	-0.571428571428571	0.2
"1489"	11	6	20	-0.607142857142857	0.166666666666667
"1490"	11	6	21	-0.321428571428571	0.497619047619048
"1491"	11	6	22	-0.464285714285714	0.302380952380952
"1492"	11	6	23	-0.0357142857142857	0.963492063492064
"1493"	11	6	24	-0.642857142857143	0.138888888888889
"1494"	11	6	25	-0.571428571428571	0.2
"1495"	11	6	26	-0.607142857142857	0.166666666666667
"1496"	11	7	9	NA	NA
"1497"	11	7	10	NA	NA
"1498"	11	7	11	NA	NA
"1499"	11	7	12	NA	NA
"1500"	11	7	13	NA	NA
"1501"	11	7	14	NA	NA
"1502"	11	7	15	NA	NA
"1503"	11	7	16	NA	NA
"1504"	11	7	17	NA	NA
"1505"	11	7	18	NA	NA
"1506"	11	7	19	NA	NA
"1507"	11	7	20	NA	NA
"1508"	11	7	21	NA	NA
"1509"	11	7	22	NA	NA
"1510"	11	7	23	NA	NA
"1511"	11	7	24	NA	NA
"1512"	11	7	25	NA	NA
"1513"	11	7	26	NA	NA
"1514"	11	8	9	-0.964285714285714	0.00277777777777778
"1515"	11	8	10	-0.964285714285714	0.00277777777777778
"1516"	11	8	11	-0.964285714285714	0.00277777777777778
"1517"	11	8	12	-0.0357142857142857	0.963492063492064
"1518"	11	8	13	0	1
"1519"	11	8	14	0.857142857142857	0.0238095238095238
"1520"	11	8	15	-0.964285714285714	0.00277777777777778
"1521"	11	8	16	-0.964285714285714	0.00277777777777778
"1522"	11	8	17	-0.964285714285714	0.00277777777777778
"1523"	11	8	18	-0.25	0.59484126984127
"1524"	11	8	19	-0.214285714285714	0.661507936507936
"1525"	11	8	20	-0.357142857142857	0.444444444444444
"1526"	11	8	21	0.321428571428571	0.497619047619048
"1527"	11	8	22	0.214285714285714	0.661507936507936
"1528"	11	8	23	0.892857142857143	0.0123015873015873
"1529"	11	8	24	-0.25	0.59484126984127
"1530"	11	8	25	-0.214285714285714	0.661507936507936
"1531"	11	8	26	-0.357142857142857	0.444444444444444
"1532"	13	3	6	0.3	0.683333333333333
"1533"	13	3	7	NA	NA
"1534"	13	3	8	0.9	0.0833333333333333
"1535"	13	3	9	-0.3	0.683333333333333
"1536"	13	3	10	-0.3	0.683333333333333
"1537"	13	3	11	-0.6	0.35
"1538"	13	3	12	0.5	0.45
"1539"	13	3	13	0.3	0.683333333333333
"1540"	13	3	14	0.7	0.233333333333333
"1541"	13	3	15	-0.3	0.683333333333333
"1542"	13	3	16	-0.3	0.683333333333333
"1543"	13	3	17	-0.6	0.35
"1544"	13	3	18	0	1
"1545"	13	3	19	0	1
"1546"	13	3	20	-0.3	0.683333333333333
"1547"	13	3	21	0.9	0.0833333333333333
"1548"	13	3	22	0.7	0.233333333333333
"1549"	13	3	23	0.6	0.35
"1550"	13	3	24	0	1
"1551"	13	3	25	0	1
"1552"	13	3	26	-0.3	0.683333333333333
"1553"	13	3	27	-0.9	0.0833333333333333
"1554"	13	3	28	-0.9	0.0833333333333333
"1555"	13	3	29	-1	0.0166666666666667
"1556"	13	3	30	0.9	0.0833333333333333
"1557"	13	3	31	0.894427190999916	0.040519326353834
"1558"	13	3	32	0.9	0.0833333333333333
"1559"	13	3	33	0.1	0.95
"1560"	13	3	34	0.153896752812773	0.804828816608063
"1561"	13	3	35	-0.6	0.35
"1562"	13	3	36	0.4	0.516666666666667
"1563"	13	3	37	-0.6	0.35
"1564"	13	3	38	-0.4	0.516666666666667
"1565"	13	4	6	0.6	0.35
"1566"	13	4	7	NA	NA
"1567"	13	4	8	0.8	0.133333333333333
"1568"	13	4	9	0.1	0.95
"1569"	13	4	10	0.1	0.95
"1570"	13	4	11	-0.2	0.783333333333333
"1571"	13	4	12	0.7	0.233333333333333
"1572"	13	4	13	0.4	0.516666666666667
"1573"	13	4	14	0.5	0.45
"1574"	13	4	15	0.1	0.95
"1575"	13	4	16	0.1	0.95
"1576"	13	4	17	-0.2	0.783333333333333
"1577"	13	4	18	-0.2	0.783333333333333
"1578"	13	4	19	-0.2	0.783333333333333
"1579"	13	4	20	0.1	0.95
"1580"	13	4	21	0.8	0.133333333333333
"1581"	13	4	22	0.5	0.45
"1582"	13	4	23	0.3	0.683333333333333
"1583"	13	4	24	-0.2	0.783333333333333
"1584"	13	4	25	-0.2	0.783333333333333
"1585"	13	4	26	0.1	0.95
"1586"	13	4	27	-1	0.0166666666666667
"1587"	13	4	28	-0.7	0.233333333333333
"1588"	13	4	29	-0.9	0.0833333333333333
"1589"	13	4	30	1	0.0166666666666667
"1590"	13	4	31	0.670820393249937	0.21516994256955
"1591"	13	4	32	1	0.0166666666666667
"1592"	13	4	33	0.2	0.783333333333333
"1593"	13	4	34	0.153896752812773	0.804828816608063
"1594"	13	4	35	-0.5	0.45
"1595"	13	4	36	0.7	0.233333333333333
"1596"	13	4	37	-0.8	0.133333333333333
"1597"	13	4	38	-0.7	0.233333333333333
"1598"	13	5	6	0.6	0.35
"1599"	13	5	7	NA	NA
"1600"	13	5	8	0.8	0.133333333333333
"1601"	13	5	9	0.1	0.95
"1602"	13	5	10	0.1	0.95
"1603"	13	5	11	-0.2	0.783333333333333
"1604"	13	5	12	0.7	0.233333333333333
"1605"	13	5	13	0.4	0.516666666666667
"1606"	13	5	14	0.5	0.45
"1607"	13	5	15	0.1	0.95
"1608"	13	5	16	0.1	0.95
"1609"	13	5	17	-0.2	0.783333333333333
"1610"	13	5	18	-0.2	0.783333333333333
"1611"	13	5	19	-0.2	0.783333333333333
"1612"	13	5	20	0.1	0.95
"1613"	13	5	21	0.8	0.133333333333333
"1614"	13	5	22	0.5	0.45
"1615"	13	5	23	0.3	0.683333333333333
"1616"	13	5	24	-0.2	0.783333333333333
"1617"	13	5	25	-0.2	0.783333333333333
"1618"	13	5	26	0.1	0.95
"1619"	13	5	27	-1	0.0166666666666667
"1620"	13	5	28	-0.7	0.233333333333333
"1621"	13	5	29	-0.9	0.0833333333333333
"1622"	13	5	30	1	0.0166666666666667
"1623"	13	5	31	0.670820393249937	0.21516994256955
"1624"	13	5	32	1	0.0166666666666667
"1625"	13	5	33	0.2	0.783333333333333
"1626"	13	5	34	0.153896752812773	0.804828816608063
"1627"	13	5	35	-0.5	0.45
"1628"	13	5	36	0.7	0.233333333333333
"1629"	13	5	37	-0.8	0.133333333333333
"1630"	13	5	38	-0.7	0.233333333333333
"1631"	13	6	9	0.7	0.233333333333333
"1632"	13	6	10	0.7	0.233333333333333
"1633"	13	6	11	0.4	0.516666666666667
"1634"	13	6	12	0.9	0.0833333333333333
"1635"	13	6	13	0.8	0.133333333333333
"1636"	13	6	14	0.3	0.683333333333333
"1637"	13	6	15	0.7	0.233333333333333
"1638"	13	6	16	0.7	0.233333333333333
"1639"	13	6	17	0.4	0.516666666666667
"1640"	13	6	18	-0.4	0.516666666666667
"1641"	13	6	19	-0.4	0.516666666666667
"1642"	13	6	20	0.7	0.233333333333333
"1643"	13	6	21	0.4	0.516666666666667
"1644"	13	6	22	0.3	0.683333333333333
"1645"	13	6	23	-0.1	0.95
"1646"	13	6	24	-0.4	0.516666666666667
"1647"	13	6	25	-0.4	0.516666666666667
"1648"	13	6	26	0.7	0.233333333333333
"1649"	13	7	9	NA	NA
"1650"	13	7	10	NA	NA
"1651"	13	7	11	NA	NA
"1652"	13	7	12	NA	NA
"1653"	13	7	13	NA	NA
"1654"	13	7	14	NA	NA
"1655"	13	7	15	NA	NA
"1656"	13	7	16	NA	NA
"1657"	13	7	17	NA	NA
"1658"	13	7	18	NA	NA
"1659"	13	7	19	NA	NA
"1660"	13	7	20	NA	NA
"1661"	13	7	21	NA	NA
"1662"	13	7	22	NA	NA
"1663"	13	7	23	NA	NA
"1664"	13	7	24	NA	NA
"1665"	13	7	25	NA	NA
"1666"	13	7	26	NA	NA
"1667"	13	8	9	-0.1	0.95
"1668"	13	8	10	-0.1	0.95
"1669"	13	8	11	-0.5	0.45
"1670"	13	8	12	0.7	0.233333333333333
"1671"	13	8	13	0.6	0.35
"1672"	13	8	14	0.9	0.0833333333333333
"1673"	13	8	15	-0.1	0.95
"1674"	13	8	16	-0.1	0.95
"1675"	13	8	17	-0.5	0.45
"1676"	13	8	18	0.3	0.683333333333333
"1677"	13	8	19	0.3	0.683333333333333
"1678"	13	8	20	-0.1	0.95
"1679"	13	8	21	1	0.0166666666666667
"1680"	13	8	22	0.9	0.0833333333333333
"1681"	13	8	23	0.8	0.133333333333333
"1682"	13	8	24	0.3	0.683333333333333
"1683"	13	8	25	0.3	0.683333333333333
"1684"	13	8	26	-0.1	0.95
"1685"	14	3	6	0.3	0.683333333333333
"1686"	14	3	7	NA	NA
"1687"	14	3	8	0.3	0.683333333333333
"1688"	14	3	9	-0.3	0.683333333333333
"1689"	14	3	10	-0.3	0.683333333333333
"1690"	14	3	11	-0.3	0.683333333333333
"1691"	14	3	12	0.1	0.95
"1692"	14	3	13	0.410391340834062	0.492535781702798
"1693"	14	3	14	0.3	0.683333333333333
"1694"	14	3	15	-0.3	0.683333333333333
"1695"	14	3	16	-0.3	0.683333333333333
"1696"	14	3	17	-0.3	0.683333333333333
"1697"	14	3	18	-0.9	0.0833333333333333
"1698"	14	3	19	-0.9	0.0833333333333333
"1699"	14	3	20	-0.3	0.683333333333333
"1700"	14	3	21	-0.6	0.35
"1701"	14	3	22	-0.1	0.95
"1702"	14	3	23	0.3	0.683333333333333
"1703"	14	3	24	-0.9	0.0833333333333333
"1704"	14	3	25	-0.9	0.0833333333333333
"1705"	14	3	26	-0.3	0.683333333333333
"1706"	14	3	27	0.4	0.516666666666667
"1707"	14	3	28	0.707106781186547	0.181690113816209
"1708"	14	3	29	0.3	0.683333333333333
"1709"	14	3	30	-0.7	0.233333333333333
"1710"	14	3	31	NA	NA
"1711"	14	3	32	-0.7	0.233333333333333
"1712"	14	3	33	0.1	0.95
"1713"	14	3	34	-0.353553390593274	0.559404344163488
"1714"	14	3	35	-0.3	0.683333333333333
"1715"	14	3	36	0.3	0.683333333333333
"1716"	14	3	37	0.3	0.683333333333333
"1717"	14	3	38	0.3	0.683333333333333
"1718"	14	4	6	NA	NA
"1719"	14	4	7	NA	NA
"1720"	14	4	8	NA	NA
"1721"	14	4	9	NA	NA
"1722"	14	4	10	NA	NA
"1723"	14	4	11	NA	NA
"1724"	14	4	12	NA	NA
"1725"	14	4	13	NA	NA
"1726"	14	4	14	NA	NA
"1727"	14	4	15	NA	NA
"1728"	14	4	16	NA	NA
"1729"	14	4	17	NA	NA
"1730"	14	4	18	NA	NA
"1731"	14	4	19	NA	NA
"1732"	14	4	20	NA	NA
"1733"	14	4	21	NA	NA
"1734"	14	4	22	NA	NA
"1735"	14	4	23	NA	NA
"1736"	14	4	24	NA	NA
"1737"	14	4	25	NA	NA
"1738"	14	4	26	NA	NA
"1739"	14	4	27	NA	NA
"1740"	14	4	28	NA	NA
"1741"	14	4	29	NA	NA
"1742"	14	4	30	NA	NA
"1743"	14	4	31	NA	NA
"1744"	14	4	32	NA	NA
"1745"	14	4	33	NA	NA
"1746"	14	4	34	NA	NA
"1747"	14	4	35	NA	NA
"1748"	14	4	36	NA	NA
"1749"	14	4	37	NA	NA
"1750"	14	4	38	NA	NA
"1751"	14	5	6	0.9	0.0833333333333333
"1752"	14	5	7	NA	NA
"1753"	14	5	8	-0.6	0.35
"1754"	14	5	9	0.6	0.35
"1755"	14	5	10	0.6	0.35
"1756"	14	5	11	0.6	0.35
"1757"	14	5	12	-0.7	0.233333333333333
"1758"	14	5	13	-0.564288093646835	0.3217233358243
"1759"	14	5	14	-0.6	0.35
"1760"	14	5	15	0.6	0.35
"1761"	14	5	16	0.6	0.35
"1762"	14	5	17	0.6	0.35
"1763"	14	5	18	-0.7	0.233333333333333
"1764"	14	5	19	-0.7	0.233333333333333
"1765"	14	5	20	0.6	0.35
"1766"	14	5	21	-0.8	0.133333333333333
"1767"	14	5	22	-0.3	0.683333333333333
"1768"	14	5	23	-0.6	0.35
"1769"	14	5	24	-0.7	0.233333333333333
"1770"	14	5	25	-0.7	0.233333333333333
"1771"	14	5	26	0.6	0.35
"1772"	14	5	27	-0.3	0.683333333333333
"1773"	14	5	28	0	1
"1774"	14	5	29	-0.1	0.95
"1775"	14	5	30	-0.1	0.95
"1776"	14	5	31	NA	NA
"1777"	14	5	32	-0.1	0.95
"1778"	14	5	33	0.8	0.133333333333333
"1779"	14	5	34	0.353553390593274	0.559404344163488
"1780"	14	5	35	0.6	0.35
"1781"	14	5	36	0.9	0.0833333333333333
"1782"	14	5	37	-0.6	0.35
"1783"	14	5	38	-0.6	0.35
"1784"	14	6	9	0.7	0.233333333333333
"1785"	14	6	10	0.7	0.233333333333333
"1786"	14	6	11	0.7	0.233333333333333
"1787"	14	6	12	-0.6	0.35
"1788"	14	6	13	-0.564288093646835	0.3217233358243
"1789"	14	6	14	-0.7	0.233333333333333
"1790"	14	6	15	0.7	0.233333333333333
"1791"	14	6	16	0.7	0.233333333333333
"1792"	14	6	17	0.7	0.233333333333333
"1793"	14	6	18	-0.6	0.35
"1794"	14	6	19	-0.6	0.35
"1795"	14	6	20	0.7	0.233333333333333
"1796"	14	6	21	-0.5	0.45
"1797"	14	6	22	-0.1	0.95
"1798"	14	6	23	-0.7	0.233333333333333
"1799"	14	6	24	-0.6	0.35
"1800"	14	6	25	-0.6	0.35
"1801"	14	6	26	0.7	0.233333333333333
"1802"	14	7	9	NA	NA
"1803"	14	7	10	NA	NA
"1804"	14	7	11	NA	NA
"1805"	14	7	12	NA	NA
"1806"	14	7	13	NA	NA
"1807"	14	7	14	NA	NA
"1808"	14	7	15	NA	NA
"1809"	14	7	16	NA	NA
"1810"	14	7	17	NA	NA
"1811"	14	7	18	NA	NA
"1812"	14	7	19	NA	NA
"1813"	14	7	20	NA	NA
"1814"	14	7	21	NA	NA
"1815"	14	7	22	NA	NA
"1816"	14	7	23	NA	NA
"1817"	14	7	24	NA	NA
"1818"	14	7	25	NA	NA
"1819"	14	7	26	NA	NA
"1820"	14	8	9	-1	0.0166666666666667
"1821"	14	8	10	-1	0.0166666666666667
"1822"	14	8	11	-1	0.0166666666666667
"1823"	14	8	12	0.9	0.0833333333333333
"1824"	14	8	13	0.872081599272381	0.0538542177275421
"1825"	14	8	14	1	0.0166666666666667
"1826"	14	8	15	-1	0.0166666666666667
"1827"	14	8	16	-1	0.0166666666666667
"1828"	14	8	17	-1	0.0166666666666667
"1829"	14	8	18	0.1	0.95
"1830"	14	8	19	0.1	0.95
"1831"	14	8	20	-1	0.0166666666666667
"1832"	14	8	21	0.4	0.516666666666667
"1833"	14	8	22	0.5	0.45
"1834"	14	8	23	1	0.0166666666666667
"1835"	14	8	24	0.1	0.95
"1836"	14	8	25	0.1	0.95
"1837"	14	8	26	-1	0.0166666666666667
"1838"	15	3	6	0.2	0.783333333333333
"1839"	15	3	7	0.205195670417031	0.740581941591072
"1840"	15	3	8	0.6	0.35
"1841"	15	3	9	0.1	0.95
"1842"	15	3	10	0.1	0.95
"1843"	15	3	11	-0.6	0.35
"1844"	15	3	12	0.3	0.683333333333333
"1845"	15	3	13	0.3	0.683333333333333
"1846"	15	3	14	0.5	0.45
"1847"	15	3	15	0.1	0.95
"1848"	15	3	16	0.1	0.95
"1849"	15	3	17	-0.6	0.35
"1850"	15	3	18	0.3	0.683333333333333
"1851"	15	3	19	0.3	0.683333333333333
"1852"	15	3	20	-0.5	0.45
"1853"	15	3	21	0.8	0.133333333333333
"1854"	15	3	22	0.8	0.133333333333333
"1855"	15	3	23	0.8	0.133333333333333
"1856"	15	3	24	0.3	0.683333333333333
"1857"	15	3	25	0.3	0.683333333333333
"1858"	15	3	26	-0.5	0.45
"1859"	15	3	27	0.1	0.95
"1860"	15	3	28	0.1	0.95
"1861"	15	3	29	0.1	0.95
"1862"	15	3	30	0.5	0.45
"1863"	15	3	31	0.223606797749979	0.717685644210786
"1864"	15	3	32	0.2	0.783333333333333
"1865"	15	3	33	-0.9	0.0833333333333333
"1866"	15	3	34	-0.8	0.133333333333333
"1867"	15	3	35	0.3	0.683333333333333
"1868"	15	3	36	-0.6	0.35
"1869"	15	3	37	0.9	0.0833333333333333
"1870"	15	3	38	0.9	0.0833333333333333
"1871"	15	4	6	0.2	0.783333333333333
"1872"	15	4	7	-0.410391340834062	0.492535781702798
"1873"	15	4	8	0.1	0.95
"1874"	15	4	9	-0.1	0.95
"1875"	15	4	10	-0.1	0.95
"1876"	15	4	11	-0.1	0.95
"1877"	15	4	12	0	1
"1878"	15	4	13	0	1
"1879"	15	4	14	-0.1	0.95
"1880"	15	4	15	-0.1	0.95
"1881"	15	4	16	-0.1	0.95
"1882"	15	4	17	-0.1	0.95
"1883"	15	4	18	0.7	0.233333333333333
"1884"	15	4	19	0.7	0.233333333333333
"1885"	15	4	20	0.1	0.95
"1886"	15	4	21	1	0.0166666666666667
"1887"	15	4	22	1	0.0166666666666667
"1888"	15	4	23	0.3	0.683333333333333
"1889"	15	4	24	0.7	0.233333333333333
"1890"	15	4	25	0.7	0.233333333333333
"1891"	15	4	26	0.1	0.95
"1892"	15	4	27	-0.1	0.95
"1893"	15	4	28	0	1
"1894"	15	4	29	-0.1	0.95
"1895"	15	4	30	0.2	0.783333333333333
"1896"	15	4	31	0.111803398874989	0.857944617605099
"1897"	15	4	32	0.2	0.783333333333333
"1898"	15	4	33	-0.6	0.35
"1899"	15	4	34	-0.3	0.683333333333333
"1900"	15	4	35	0.7	0.233333333333333
"1901"	15	4	36	-0.4	0.516666666666667
"1902"	15	4	37	0.6	0.35
"1903"	15	4	38	0.5	0.45
"1904"	15	5	6	0.2	0.783333333333333
"1905"	15	5	7	0.205195670417031	0.740581941591072
"1906"	15	5	8	0.6	0.35
"1907"	15	5	9	0.1	0.95
"1908"	15	5	10	0.1	0.95
"1909"	15	5	11	-0.6	0.35
"1910"	15	5	12	0.3	0.683333333333333
"1911"	15	5	13	0.3	0.683333333333333
"1912"	15	5	14	0.5	0.45
"1913"	15	5	15	0.1	0.95
"1914"	15	5	16	0.1	0.95
"1915"	15	5	17	-0.6	0.35
"1916"	15	5	18	0.3	0.683333333333333
"1917"	15	5	19	0.3	0.683333333333333
"1918"	15	5	20	-0.5	0.45
"1919"	15	5	21	0.8	0.133333333333333
"1920"	15	5	22	0.8	0.133333333333333
"1921"	15	5	23	0.8	0.133333333333333
"1922"	15	5	24	0.3	0.683333333333333
"1923"	15	5	25	0.3	0.683333333333333
"1924"	15	5	26	-0.5	0.45
"1925"	15	5	27	0.1	0.95
"1926"	15	5	28	0.1	0.95
"1927"	15	5	29	0.1	0.95
"1928"	15	5	30	0.5	0.45
"1929"	15	5	31	0.223606797749979	0.717685644210786
"1930"	15	5	32	0.2	0.783333333333333
"1931"	15	5	33	-0.9	0.0833333333333333
"1932"	15	5	34	-0.8	0.133333333333333
"1933"	15	5	35	0.3	0.683333333333333
"1934"	15	5	36	-0.6	0.35
"1935"	15	5	37	0.9	0.0833333333333333
"1936"	15	5	38	0.9	0.0833333333333333
"1937"	15	6	9	-0.9	0.0833333333333333
"1938"	15	6	10	-0.9	0.0833333333333333
"1939"	15	6	11	-0.5	0.45
"1940"	15	6	12	-0.8	0.133333333333333
"1941"	15	6	13	-0.8	0.133333333333333
"1942"	15	6	14	0.1	0.95
"1943"	15	6	15	-0.9	0.0833333333333333
"1944"	15	6	16	-0.9	0.0833333333333333
"1945"	15	6	17	-0.5	0.45
"1946"	15	6	18	0.3	0.683333333333333
"1947"	15	6	19	0.3	0.683333333333333
"1948"	15	6	20	-0.1	0.95
"1949"	15	6	21	0.2	0.783333333333333
"1950"	15	6	22	0.2	0.783333333333333
"1951"	15	6	23	0.3	0.683333333333333
"1952"	15	6	24	0.3	0.683333333333333
"1953"	15	6	25	0.3	0.683333333333333
"1954"	15	6	26	-0.1	0.95
"1955"	15	7	9	0.153896752812773	0.804828816608063
"1956"	15	7	10	0.153896752812773	0.804828816608063
"1957"	15	7	11	-0.820782681668123	0.0885870053135441
"1958"	15	7	12	0.359092423229804	0.552814746643351
"1959"	15	7	13	0.359092423229804	0.552814746643351
"1960"	15	7	14	0.872081599272381	0.0538542177275421
"1961"	15	7	15	0.153896752812773	0.804828816608063
"1962"	15	7	16	0.153896752812773	0.804828816608063
"1963"	15	7	17	-0.820782681668123	0.0885870053135441
"1964"	15	7	18	-0.564288093646835	0.3217233358243
"1965"	15	7	19	-0.564288093646835	0.3217233358243
"1966"	15	7	20	-0.872081599272381	0.053854217727542
"1967"	15	7	21	-0.410391340834062	0.492535781702798
"1968"	15	7	22	-0.410391340834062	0.492535781702798
"1969"	15	7	23	0.718184846459608	0.171795304907989
"1970"	15	7	24	-0.564288093646835	0.3217233358243
"1971"	15	7	25	-0.564288093646835	0.3217233358243
"1972"	15	7	26	-0.872081599272381	0.053854217727542
"1973"	15	8	9	-0.2	0.783333333333333
"1974"	15	8	10	-0.2	0.783333333333333
"1975"	15	8	11	-1	0.0166666666666667
"1976"	15	8	12	0.1	0.95
"1977"	15	8	13	0.1	0.95
"1978"	15	8	14	0.8	0.133333333333333
"1979"	15	8	15	-0.2	0.783333333333333
"1980"	15	8	16	-0.2	0.783333333333333
"1981"	15	8	17	-1	0.0166666666666667
"1982"	15	8	18	-0.1	0.95
"1983"	15	8	19	-0.1	0.95
"1984"	15	8	20	-0.8	0.133333333333333
"1985"	15	8	21	0.1	0.95
"1986"	15	8	22	0.1	0.95
"1987"	15	8	23	0.9	0.0833333333333333
"1988"	15	8	24	-0.1	0.95
"1989"	15	8	25	-0.1	0.95
"1990"	15	8	26	-0.8	0.133333333333333
"1991"	16	3	6	0	1
"1992"	16	3	7	NA	NA
"1993"	16	3	8	0.485359897078319	0.18535381786421
"1994"	16	3	9	-0.45	0.229817019400353
"1995"	16	3	10	-0.4	0.291192680776014
"1996"	16	3	11	-0.583333333333333	0.107997134038801
"1997"	16	3	12	0.233333333333333	0.551708553791887
"1998"	16	3	13	0.0166666666666667	0.981569664902998
"1999"	16	3	14	0.466666666666667	0.212522045855379
"2000"	16	3	15	-0.45	0.229817019400353
"2001"	16	3	16	-0.4	0.291192680776014
"2002"	16	3	17	-0.583333333333333	0.107997134038801
"2003"	16	3	18	-0.466666666666667	0.212522045855379
"2004"	16	3	19	-0.283333333333333	0.462990520282187
"2005"	16	3	20	-0.333333333333333	0.385322971781305
"2006"	16	3	21	-0.266666666666667	0.493331128747795
"2007"	16	3	22	-0.166666666666667	0.677744708994709
"2008"	16	3	23	0.4	0.291192680776014
"2009"	16	3	24	-0.466666666666667	0.212522045855379
"2010"	16	3	25	-0.283333333333333	0.462990520282187
"2011"	16	3	26	-0.333333333333333	0.385322971781305
"2012"	16	3	27	0	1
"2013"	16	3	28	0.0334730963502289	0.93187280621366
"2014"	16	3	29	-0.2	0.613403880070547
"2015"	16	3	30	0.233333333333333	0.551708553791887
"2016"	16	3	31	0.228217732293819	0.554787536403132
"2017"	16	3	32	0.416666666666667	0.269582231040564
"2018"	16	3	33	0.433333333333333	0.249917328042328
"2019"	16	3	34	0.547722557505166	0.126870366923671
"2020"	16	3	35	0.216666666666667	0.580941358024691
"2021"	16	3	36	-0.135612700724162	0.72793110279068
"2022"	16	3	37	0.15	0.708068783068783
"2023"	16	3	38	0.233333333333333	0.551708553791887
"2024"	16	4	6	-0.137504774554232	0.724253798409851
"2025"	16	4	7	NA	NA
"2026"	16	4	8	0.470588235294118	0.201088349889268
"2027"	16	4	9	-0.602515734304121	0.0859533575405881
"2028"	16	4	10	-0.309626141239618	0.417477917012054
"2029"	16	4	11	-0.63598883065435	0.0655947574629727
"2030"	16	4	12	0.0753144667880151	0.847294022081816
"2031"	16	4	13	-0.117155837225801	0.764045116648623
"2032"	16	4	14	0.443518526640533	0.231784065299374
"2033"	16	4	15	-0.602515734304121	0.0859533575405881
"2034"	16	4	16	-0.309626141239618	0.417477917012054
"2035"	16	4	17	-0.63598883065435	0.0655947574629727
"2036"	16	4	18	-0.225943400364045	0.558846375168414
"2037"	16	4	19	-0.142260659488473	0.7150322450059
"2038"	16	4	20	-0.351467511677404	0.353666329808871
"2039"	16	4	21	-0.0251048222626717	0.948883729317481
"2040"	16	4	22	-0.267784770801831	0.486029614188853
"2041"	16	4	23	0.518832993428548	0.15236740186902
"2042"	16	4	24	-0.225943400364045	0.558846375168414
"2043"	16	4	25	-0.142260659488473	0.7150322450059
"2044"	16	4	26	-0.351467511677404	0.353666329808871
"2045"	16	4	27	0.276153044889389	0.471961792602386
"2046"	16	4	28	0.310924369747899	0.415424500763168
"2047"	16	4	29	0.0669461927004578	0.864126671355177
"2048"	16	4	30	0.142260659488473	0.7150322450059
"2049"	16	4	31	0.137504774554232	0.72425379840985
"2050"	16	4	32	0.234311674451602	0.543967066762836
"2051"	16	4	33	0.502096445253434	0.16839743464432
"2052"	16	4	34	0.550019098216927	0.124960976545953
"2053"	16	4	35	0.234311674451602	0.543967066762836
"2054"	16	4	36	-0.3489646066947	0.357342576918526
"2055"	16	4	37	0.125524111313358	0.747618228942804
"2056"	16	4	38	0.476991622990762	0.194179176065066
"2057"	16	5	6	0.273861278752583	0.475797238518024
"2058"	16	5	7	NA	NA
"2059"	16	5	8	-0.259416496714274	0.500268264250954
"2060"	16	5	9	0.1	0.809981261022928
