	i	j	d	f	o	n
652	1	6	4	11	0.081649658	0.662361773
653	1	6	4	12	0.183711731	0.322524684
654	1	6	4	13	0.082114524	0.660553428
655	1	6	4	14	0.061237244	0.743478361
656	1	6	4	15	0.061237244	0.743478361
657	1	6	4	16	0.081649658	0.662361773
658	1	6	4	17	0.081649658	0.662361773
659	1	6	4	18	-0.142886902	0.443191529
660	1	6	4	19	-0.102062073	0.58483532
661	1	6	4	20	-0.163299316	0.380072915
662	1	6	4	21	-0.102062073	0.58483532
663	1	6	4	22	-0.081649658	0.662361773
664	1	6	4	23	-0.040824829	0.827387918
665	1	6	4	24	-0.142886902	0.443191529
666	1	6	4	25	-0.102062073	0.58483532
667	1	6	4	26	-0.163299316	0.380072915
668	1	6	4	27	0.040828945	0.827370775
669	1	6	4	28	-0.106124873	0.569895658
670	1	6	4	29	-0.061243418	0.743453361
671	1	6	4	30	0.245047804	0.183958802
672	1	6	4	31	NA	NA
673	1	6	4	32	0.122523902	0.511417954
674	1	6	4	33	0.061243418	0.743453361
675	1	6	4	34	-0.033333333	0.858711513
676	1	6	4	35	-0.040828945	0.827370775
677	1	6	4	36	0.142901308	0.443145079
678	1	6	4	37	-0.102072363	0.584797265
679	1	6	4	38	-0.122474487	0.511589589
680	1	6	5	6	0.488452974	0.005303962
681	1	6	5	7	NA	NA
682	1	6	5	8	0.703473867	1.01E-05
683	1	6	5	9	0.10730134	0.565602011
684	1	6	5	10	0.135941923	0.46588901
685	1	6	5	11	0.051633727	0.782659891
686	1	6	5	12	-0.06696249	0.720408962
687	1	6	5	13	-0.061258458	0.74339246
688	1	6	5	14	-0.857200554	7.43E-10
689	1	6	5	15	0.098023405	0.599854718
690	1	6	5	16	0.1367487	0.46322135
691	1	6	5	17	0.051633727	0.782659891
692	1	6	5	18	-0.056474389	0.762838495
693	1	6	5	19	-0.118192829	0.526568645
694	1	6	5	20	0.245663594	0.182824286
695	1	6	5	21	-0.503832231	0.003856135
696	1	6	5	22	-0.492537354	0.004880259
697	1	6	5	23	-0.963291728	4.16E-18
698	1	6	5	24	-0.046793066	0.802615857
699	1	6	5	25	-0.118192829	0.526568645
700	1	6	5	26	0.245663594	0.182824286
701	1	6	5	27	0.509732752	0.003398875
702	1	6	5	28	0.161486803	0.385455435
703	1	6	5	29	0.82965208	7.96E-09
704	1	6	5	30	0.382970137	0.033462329
705	1	6	5	31	NA	NA
706	1	6	5	32	0.757062147	8.26E-07
707	1	6	5	33	0.178517406	0.336629834
708	1	6	5	34	0.183785853	0.322326088
709	1	6	5	35	0.767523989	4.70E-07
710	1	6	5	36	0.623298062	0.000179949
711	1	6	5	37	0.013918306	0.940761536
712	1	6	5	38	-0.383219071	0.033337898
713	1	6	6	9	0.506449224	0.003647193
714	1	6	6	10	0.502429786	0.003972284
715	1	6	6	11	0.483390341	0.005872452
716	1	6	6	12	-0.270783211	0.140646369
717	1	6	6	13	-0.3423209	0.059424405
718	1	6	6	14	-0.617301101	0.000216234
719	1	6	6	15	0.504756829	0.003781169
720	1	6	6	16	0.513641903	0.003122361
721	1	6	6	17	0.483390341	0.005872452
722	1	6	6	18	-0.056272136	0.76366383
723	1	6	6	19	-0.159719785	0.390745071
724	1	6	6	20	0.09265863	0.620056925
725	1	6	6	21	-0.75163496	1.10E-06
726	1	6	6	22	-0.749307916	1.23E-06
727	1	6	6	23	-0.564836854	0.000931489
728	1	6	6	24	-0.064311013	0.731064305
729	1	6	6	25	-0.159719785	0.390745071
730	1	6	6	26	0.09265863	0.620056925
731	1	6	7	9	NA	NA
732	1	6	7	10	NA	NA
733	1	6	7	11	NA	NA
734	1	6	7	12	NA	NA
735	1	6	7	13	NA	NA
736	1	6	7	14	NA	NA
737	1	6	7	15	NA	NA
738	1	6	7	16	NA	NA
739	1	6	7	17	NA	NA
740	1	6	7	18	NA	NA
741	1	6	7	19	NA	NA
742	1	6	7	20	NA	NA
743	1	6	7	21	NA	NA
744	1	6	7	22	NA	NA
745	1	6	7	23	NA	NA
746	1	6	7	24	NA	NA
747	1	6	7	25	NA	NA
748	1	6	7	26	NA	NA
749	1	6	8	9	0.409982705	0.02198519
750	1	6	8	10	0.410617353	0.021760722
751	1	6	8	11	0.442349761	0.012711709
752	1	6	8	12	-0.408713409	0.02243985
753	1	6	8	13	-0.458484487	0.009486077
754	1	6	8	14	-0.828004287	9.05E-09
755	1	6	8	15	0.39813594	0.026537774
756	1	6	8	16	0.419290878	0.018877594
757	1	6	8	17	0.442349761	0.012711709
758	1	6	8	18	-0.043156074	0.817690981
759	1	6	8	19	-0.138564846	0.457245773
760	1	6	8	20	0.152315556	0.413359521
761	1	6	8	21	-0.790983145	1.18E-07
762	1	6	8	22	-0.776809336	2.78E-07
763	1	6	8	23	-0.78230962	2.01E-07
764	1	6	8	24	-0.046963963	0.80190916
765	1	6	8	25	-0.138564846	0.457245773
766	1	6	8	26	0.152315556	0.413359521
767	1	7	3	6	0.159302131	0.375881967
768	1	7	3	7	NA	NA
769	1	7	3	8	0.11999833	0.505942934
770	1	7	3	9	-0.045135409	0.803041618
771	1	7	3	10	-0.041457709	0.818813111
772	1	7	3	11	-0.110330999	0.541043589
773	1	7	3	12	0.524239414	0.001738836
774	1	7	3	13	0.476994807	0.005005254
775	1	7	3	14	-0.070544972	0.69645455
776	1	7	3	15	-0.049147445	0.785923109
777	1	7	3	16	-0.032430627	0.857809504
778	1	7	3	17	-0.110330999	0.541043589
779	1	7	3	18	-0.14978269	0.405427307
780	1	7	3	19	-0.147442335	0.412887694
781	1	7	3	20	0.000668673	0.997053328
782	1	7	3	21	0.043798063	0.808768233
783	1	7	3	22	0.0404547	0.823126827
784	1	7	3	23	-0.262119707	0.140586778
785	1	7	3	24	-0.139418263	0.439045356
786	1	7	3	25	-0.154463399	0.390738513
787	1	7	3	26	0.000668673	0.997053328
788	1	7	3	27	0.232884735	0.192146435
789	1	7	3	28	0.118262175	0.512161576
790	1	7	3	29	0.259633879	0.144529001
791	1	7	3	30	0.23812709	0.182046248
792	1	7	3	31	NA	NA
793	1	7	3	32	0.260535117	0.14309055
794	1	7	3	33	0.005349829	0.976427863
795	1	7	3	34	0.185714745	0.300785578
796	1	7	3	35	0.168185243	0.349486691
797	1	7	3	36	0.201454491	0.260920006
798	1	7	3	37	-0.107163758	0.552789354
799	1	7	3	38	-0.258442007	0.146447466
800	1	7	4	6	0.234903373	0.188211876
801	1	7	4	7	NA	NA
802	1	7	4	8	0.190989686	0.28701754
803	1	7	4	9	0.098157724	0.586822455
804	1	7	4	10	0.131323644	0.46632435
805	1	7	4	11	0.221776154	0.214827417
806	1	7	4	12	0.322613952	0.067081768
807	1	7	4	13	0.146415755	0.416184372
808	1	7	4	14	-0.048241339	0.789780986
809	1	7	4	15	0.108543012	0.547659781
810	1	7	4	16	0.142378951	0.429290158
811	1	7	4	17	0.221776154	0.214827417
812	1	7	4	18	-0.145059025	0.420563837
813	1	7	4	19	-0.124958468	0.488386985
814	1	7	4	20	-0.102847854	0.568983696
815	1	7	4	21	-0.129313588	0.473234085
816	1	7	4	22	-0.130653626	0.468621659
817	1	7	4	23	-0.167839657	0.350492134
818	1	7	4	24	-0.145059025	0.420563837
819	1	7	4	25	-0.136683793	0.448161644
820	1	7	4	26	-0.102847854	0.568983696
821	1	7	4	27	0.034508841	0.848799004
822	1	7	4	28	-0.176413843	0.326062767
823	1	7	4	29	0.095820666	0.59580229
824	1	7	4	30	0.411193861	0.0174408
825	1	7	4	31	NA	NA
826	1	7	4	32	0.313003314	0.076128261
827	1	7	4	33	0.145741222	0.418358528
828	1	7	4	34	-0.055826563	0.757645394
829	1	7	4	35	0.14976167	0.405493971
830	1	7	4	36	0.089454957	0.620557952
831	1	7	4	37	-0.087109696	0.629784437
832	1	7	4	38	-0.092797575	0.607505548
833	1	7	5	6	0.485906283	0.004146483
834	1	7	5	7	NA	NA
835	1	7	5	8	0.72764205	1.60E-06
836	1	7	5	9	0.127047817	0.481086591
837	1	7	5	10	0.15346039	0.393859946
838	1	7	5	11	0.15346039	0.393859946
839	1	7	5	12	0.005683718	0.974957143
840	1	7	5	13	-0.024521564	0.892252712
841	1	7	5	14	-0.84988303	3.93E-10
842	1	7	5	15	0.119023745	0.509429094
843	1	7	5	16	0.158141099	0.37941613
844	1	7	5	17	0.15346039	0.393859946
845	1	7	5	18	-0.041123372	0.820250443
846	1	7	5	19	-0.105984626	0.557192336
847	1	7	5	20	0.260782362	0.142697759
848	1	7	5	21	-0.491474451	0.003677051
849	1	7	5	22	-0.486125069	0.004127107
850	1	7	5	23	-0.95921102	1.45E-18
851	1	7	5	24	-0.032764963	0.856358704
852	1	7	5	25	-0.106318963	0.555942247
853	1	7	5	26	0.260782362	0.142697759
854	1	7	5	27	0.482654868	0.004443801
855	1	7	5	28	0.108481093	0.547889583
856	1	7	5	29	0.826381368	3.15E-09
857	1	7	5	30	0.434448161	0.011525377
858	1	7	5	31	NA	NA
859	1	7	5	32	0.783946488	6.80E-08
860	1	7	5	33	0.212822877	0.234394016
861	1	7	5	34	0.167143271	0.352523483
862	1	7	5	35	0.789266931	4.81E-08
863	1	7	5	36	0.600183919	0.000222316
864	1	7	5	37	0.023572683	0.89639927
865	1	7	5	38	-0.368104334	0.03505635
866	1	7	6	9	0.524165254	0.001741934
867	1	7	6	10	0.527294599	0.001615333
868	1	7	6	11	0.529380829	0.00153547
869	1	7	6	12	-0.172113964	0.338179206
870	1	7	6	13	-0.288383017	0.103621036
871	1	7	6	14	-0.598747972	0.000232252
872	1	7	6	15	0.521731319	0.00184631
873	1	7	6	16	0.534770256	0.001344934
874	1	7	6	17	0.529380829	0.00153547
875	1	7	6	18	-0.068671733	0.704148055
876	1	7	6	19	-0.179937326	0.316336819
877	1	7	6	20	0.049026402	0.78643818
878	1	7	6	21	-0.732788241	1.24E-06
879	1	7	6	22	-0.735048323	1.11E-06
880	1	7	6	23	-0.551460095	0.000879695
881	1	7	6	24	-0.077016653	0.67010678
882	1	7	6	25	-0.179241916	0.318241886
883	1	7	6	26	0.049026402	0.78643818
884	1	7	7	9	NA	NA
885	1	7	7	10	NA	NA
886	1	7	7	11	NA	NA
887	1	7	7	12	NA	NA
888	1	7	7	13	NA	NA
889	1	7	7	14	NA	NA
890	1	7	7	15	NA	NA
891	1	7	7	16	NA	NA
892	1	7	7	17	NA	NA
893	1	7	7	18	NA	NA
894	1	7	7	19	NA	NA
895	1	7	7	20	NA	NA
896	1	7	7	21	NA	NA
897	1	7	7	22	NA	NA
898	1	7	7	23	NA	NA
899	1	7	7	24	NA	NA
900	1	7	7	25	NA	NA
901	1	7	7	26	NA	NA
902	1	7	8	9	0.412551956	0.017036761
903	1	7	8	10	0.418810646	0.01527422
904	1	7	8	11	0.500869021	0.00298871
905	1	7	8	12	-0.30945743	0.079695036
906	1	7	8	13	-0.404714385	0.019480006
907	1	7	8	14	-0.830667192	2.21E-09
908	1	7	8	15	0.402120807	0.020349904
909	1	7	8	16	0.425590893	0.013539592
910	1	7	8	17	0.500869021	0.00298871
911	1	7	8	18	-0.064846978	0.719945523
912	1	7	8	19	-0.160118142	0.373409649
913	1	7	8	20	0.119958217	0.506086186
914	1	7	8	21	-0.771731198	1.45E-07
915	1	7	8	22	-0.764255541	2.27E-07
916	1	7	8	23	-0.800069154	2.31E-08
917	1	7	8	24	-0.068324028	0.7055793
918	1	7	8	25	-0.157684207	0.380812207
919	1	7	8	26	0.119958217	0.506086186
920	1	8	3	6	0.234018275	0.182829319
921	1	8	3	7	NA	NA
922	1	8	3	8	0.160501363	0.364529417
923	1	8	3	9	0.044475014	0.802776813
924	1	8	3	10	0.047837386	0.78819305
925	1	8	3	11	-0.027968823	0.875232785
926	1	8	3	12	0.393550378	0.021293233
927	1	8	3	13	0.349810921	0.042558723
928	1	8	3	14	-0.108360085	0.541855621
929	1	8	3	15	0.040806971	0.818761143
930	1	8	3	16	0.056090481	0.752704282
931	1	8	3	17	-0.027968823	0.875232785
932	1	8	3	18	-0.051199758	0.77367965
933	1	8	3	19	-0.049060066	0.782907066
934	1	8	3	20	0.064037906	0.718993131
935	1	8	3	21	-0.045697694	0.797465778
936	1	8	3	22	-0.048754396	0.784227678
937	1	8	3	23	-0.265780236	0.128697444
938	1	8	3	24	-0.041723982	0.814758064
939	1	8	3	25	-0.055479141	0.755317054
940	1	8	3	26	0.064037906	0.718993131
941	1	8	3	27	0.298662599	0.08620676
942	1	8	3	28	0.215166464	0.221680029
943	1	8	3	29	0.289491792	0.096784031
944	1	8	3	30	0.303470417	0.081029193
945	1	8	3	31	NA	NA
946	1	8	3	32	0.283290017	0.104478398
947	1	8	3	33	0.090638138	0.61019886
948	1	8	3	34	0.328596988	0.057770651
949	1	8	3	35	0.196102412	0.266340909
950	1	8	3	36	0.221933517	0.207135452
951	1	8	3	37	-0.035766145	0.840843981
952	1	8	3	38	-0.2107596	0.231517794
953	1	8	4	6	0.349527524	0.042738173
954	1	8	4	7	NA	NA
955	1	8	4	8	0.251037177	0.152119883
956	1	8	4	9	0.233145005	0.184515013
957	1	8	4	10	0.260172353	0.137269623
958	1	8	4	11	0.302487898	0.082067231
959	1	8	4	12	0.109747414	0.536663281
960	1	8	4	13	-0.034546554	0.8462054
961	1	8	4	14	-0.121759569	0.492727483
962	1	8	4	15	0.241608114	0.168634636
963	1	8	4	16	0.269181469	0.123695109
964	1	8	4	17	0.302487898	0.082067231
965	1	8	4	18	0.03494445	0.844455458
966	1	8	4	19	0.051324661	0.773141929
967	1	8	4	20	0.028938373	0.870943192
968	1	8	4	21	-0.258534332	0.139850835
969	1	8	4	22	-0.259626346	0.13812611
970	1	8	4	23	-0.17772529	0.314617783
971	1	8	4	24	0.03494445	0.844455458
972	1	8	4	25	0.041769538	0.814559313
973	1	8	4	26	0.028938373	0.870943192
974	1	8	4	27	0.181288186	0.304855374
975	1	8	4	28	0.058020773	0.744472335
976	1	8	4	29	0.160538333	0.364417493
977	1	8	4	30	0.48827952	0.003392452
978	1	8	4	31	NA	NA
979	1	8	4	32	0.335896986	0.05211432
980	1	8	4	33	0.271932279	0.119756237
981	1	8	4	34	0.317574298	0.067220007
982	1	8	4	35	0.193301259	0.273366837
983	1	8	4	36	0.144156871	0.415993164
984	1	8	4	37	0.031670828	0.858873774
985	1	8	4	38	-0.013377172	0.940145262
986	1	8	5	6	0.486891104	0.003498427
987	1	8	5	7	NA	NA
988	1	8	5	8	0.728673019	1.03E-06
989	1	8	5	9	0.141678136	0.424138594
990	1	8	5	10	0.166131752	0.347720366
991	1	8	5	11	0.182026602	0.30285632
992	1	8	5	12	-0.02399511	0.892848959
993	1	8	5	13	-0.052955142	0.766132175
994	1	8	5	14	-0.8486933	2.29E-10
995	1	8	5	15	0.134036381	0.449801474
996	1	8	5	16	0.171022475	0.333507436
997	1	8	5	17	0.182026602	0.30285632
998	1	8	5	18	-0.015742015	0.929588254
999	1	8	5	19	-0.078404405	0.659392764
1000	1	8	5	20	0.282897767	0.104980159
1001	1	8	5	21	-0.491976181	0.003123744
1002	1	8	5	22	-0.486474117	0.00353081
1003	1	8	5	23	-0.960262921	2.67E-19
1004	1	8	5	24	-0.00779459	0.965103326
1005	1	8	5	25	-0.078710076	0.65814524
1006	1	8	5	26	0.282897767	0.104980159
1007	1	8	5	27	0.4787161	0.004182422
1008	1	8	5	28	0.125005219	0.481179978
1009	1	8	5	29	0.825983973	1.81E-09
1010	1	8	5	30	0.438617948	0.009462544
1011	1	8	5	31	NA	NA
1012	1	8	5	32	0.785353921	3.79E-08
1013	1	8	5	33	0.224073372	0.202676736
1014	1	8	5	34	0.180222522	0.307755028
1015	1	8	5	35	0.794803231	1.98E-08
1016	1	8	5	36	0.593198334	0.000217833
1017	1	8	5	37	0.035766145	0.840843981
1018	1	8	5	38	-0.356258614	0.038637221
1019	1	8	6	9	0.566414077	0.000479342
1020	1	8	6	10	0.569265155	0.000442154
1021	1	8	6	11	0.560078349	0.000572081
1022	1	8	6	12	-0.245667851	0.161373857
1023	1	8	6	13	-0.351874333	0.041270362
1024	1	8	6	14	-0.611872925	0.000120471
1025	1	8	6	15	0.564196572	0.000510159
1026	1	8	6	16	0.576076062	0.000363483
1027	1	8	6	17	0.560078349	0.000572081
1028	1	8	6	18	0.026293271	0.882654122
1029	1	8	6	19	-0.075078376	0.673024945
1030	1	8	6	20	0.114201496	0.520155912
1031	1	8	6	21	-0.756485915	2.27E-07
1032	1	8	6	22	-0.758545027	2.02E-07
1033	1	8	6	23	-0.548198859	0.000789614
1034	1	8	6	24	0.018690397	0.91644295
1035	1	8	6	25	-0.074444803	0.675633535
1036	1	8	6	26	0.114201496	0.520155912
1037	1	8	7	9	NA	NA
1038	1	8	7	10	NA	NA
1039	1	8	7	11	NA	NA
1040	1	8	7	12	NA	NA
1041	1	8	7	13	NA	NA
1042	1	8	7	14	NA	NA
1043	1	8	7	15	NA	NA
1044	1	8	7	16	NA	NA
1045	1	8	7	17	NA	NA
1046	1	8	7	18	NA	NA
1047	1	8	7	19	NA	NA
1048	1	8	7	20	NA	NA
1049	1	8	7	21	NA	NA
1050	1	8	7	22	NA	NA
1051	1	8	7	23	NA	NA
1052	1	8	7	24	NA	NA
1053	1	8	7	25	NA	NA
1054	1	8	7	26	NA	NA
1055	1	8	8	9	0.44128345	0.008988807
1056	1	8	8	10	0.447302392	0.007992701
1057	1	8	8	11	0.529350069	0.001285708
1058	1	8	8	12	-0.356859876	0.038286955
1059	1	8	8	13	-0.443501646	0.008610083
1060	1	8	8	14	-0.839642344	5.42E-10
1061	1	8	8	15	0.431463072	0.010840186
1062	1	8	8	16	0.453479727	0.007069776
1063	1	8	8	17	0.529350069	0.001285708
1064	1	8	8	18	-0.01140431	0.948960155
1065	1	8	8	19	-0.099787715	0.574458097
1066	1	8	8	20	0.154750155	0.382188795
1067	1	8	8	21	-0.779294536	5.64E-08
1068	1	8	8	22	-0.771850055	9.05E-08
1069	1	8	8	23	-0.800360831	1.33E-08
1070	1	8	8	24	-0.014888961	0.933395148
1071	1	8	8	25	-0.097253424	0.584262855
1072	1	8	8	26	0.154750155	0.382188795
1073	1	9	3	6	0.658113057	8.97E-07
1074	1	9	3	7	0.243801039	0.106548526
1075	1	9	3	8	0.55683402	7.11E-05
1076	1	9	3	9	0.568190807	4.67E-05
1077	1	9	3	10	0.56713665	4.86E-05
1078	1	9	3	11	0.50757676	0.00037239
1079	1	9	3	12	-0.207537227	0.171320574
1080	1	9	3	13	-0.394192	0.007376335
1081	1	9	3	14	-0.328370012	0.027647447
1082	1	9	3	15	0.566609571	4.96E-05
1083	1	9	3	16	0.570694431	4.25E-05
1084	1	9	3	17	0.50757676	0.00037239
1085	1	9	3	18	0.534326003	0.000156423
1086	1	9	3	19	0.535643699	0.000149597
1087	1	9	3	20	0.536039008	0.000147602
1088	1	9	3	21	-0.557385695	6.97E-05
1089	1	9	3	22	-0.558176313	6.77E-05
1090	1	9	3	23	-0.480432209	0.000837308
1091	1	9	3	24	0.538410862	0.000136133
1092	1	9	3	25	0.532876536	0.000164258
1093	1	9	3	26	0.536039008	0.000147602
1094	1	9	3	27	0.681073961	2.62E-07
1095	1	9	3	28	0.673944274	3.88E-07
1096	1	9	3	29	0.458639436	0.001531726
1097	1	9	3	30	0.67896679	2.95E-07
1098	1	9	3	31	0.256069663	0.089532669
1099	1	9	3	32	0.439114391	0.002547054
1100	1	9	3	33	0.590347557	1.97E-05
1101	1	9	3	34	0.72425689	1.87E-08
1102	1	9	3	35	0.485718994	0.000718803
1103	1	9	3	36	0.636270799	2.63E-06
1104	1	9	3	37	-0.188370945	0.215270939
1105	1	9	3	38	-0.518513643	0.000263477
1106	1	9	4	6	0.763111107	1.10E-09
1107	1	9	4	7	0.29055406	0.052837354
1108	1	9	4	8	0.651976874	1.22E-06
1109	1	9	4	9	0.725597573	1.71E-08
1110	1	9	4	10	0.731800604	1.12E-08
1111	1	9	4	11	0.707695154	5.44E-08
1112	1	9	4	12	-0.461536904	0.001416743
1113	1	9	4	13	-0.6673119	5.55E-07
1114	1	9	4	14	-0.407201495	0.005500539
1115	1	9	4	15	0.728031673	1.45E-08
1116	1	9	4	16	0.734391743	9.37E-09
1117	1	9	4	17	0.707695154	5.44E-08
1118	1	9	4	18	0.665608768	6.07E-07
1119	1	9	4	19	0.672989589	4.09E-07
1120	1	9	4	20	0.6110378	8.27E-06
1121	1	9	4	21	-0.725362015	1.74E-08
1122	1	9	4	22	-0.725519053	1.72E-08
1123	1	9	4	23	-0.498519531	0.000491659
1124	1	9	4	24	0.665608768	6.07E-07
1125	1	9	4	25	0.670241411	4.75E-07
1126	1	9	4	26	0.6110378	8.27E-06
1127	1	9	4	27	0.707247334	5.60E-08
1128	1	9	4	28	0.715983197	3.22E-08
1129	1	9	4	29	0.389547466	0.00816867
1130	1	9	4	30	0.7915011	9.63E-11
1131	1	9	4	31	0.26647881	0.076820295
1132	1	9	4	32	0.464267735	0.001315464
1133	1	9	4	33	0.735044109	8.95E-09
1134	1	9	4	34	0.816739867	7.88E-12
1135	1	9	4	35	0.509057896	0.000355586
1136	1	9	4	36	0.685967882	1.99E-07
1137	1	9	4	37	-0.197718307	0.192948063
1138	1	9	4	38	-0.519484205	0.000255365
1139	1	9	5	6	0.750963324	2.82E-09
1140	1	9	5	7	0.208972319	0.168312545
1141	1	9	5	8	0.852777521	1.04E-13
1142	1	9	5	9	0.611015949	8.28E-06
1143	1	9	5	10	0.6147055	7.04E-06
1144	1	9	5	11	0.643299518	1.88E-06
1145	1	9	5	12	-0.440901308	0.002434207
1146	1	9	5	13	-0.559340758	6.49E-05
1147	1	9	5	14	-0.795361715	6.72E-11
1148	1	9	5	15	0.60666755	9.98E-06
1149	1	9	5	16	0.616286736	6.57E-06
1150	1	9	5	17	0.643299518	1.88E-06
1151	1	9	5	18	0.526156283	0.000205441
1152	1	9	5	19	0.496639878	0.000520343
1153	1	9	5	20	0.685334042	2.06E-07
1154	1	9	5	21	-0.741204381	5.78E-09
1155	1	9	5	22	-0.733034662	1.03E-08
1156	1	9	5	23	-0.925418377	9.85E-20
1157	1	9	5	24	0.529186986	0.000185833
1158	1	9	5	25	0.496508108	0.000522409
1159	1	9	5	26	0.685334042	2.06E-07
1160	1	9	5	27	0.749464672	3.15E-09
1161	1	9	5	28	0.618650736	5.92E-06
1162	1	9	5	29	0.786624942	1.50E-10
1163	1	9	5	30	0.719952557	2.49E-08
1164	1	9	5	31	0.299239909	0.045836872
1165	1	9	5	32	0.751581444	2.69E-09
1166	1	9	5	33	0.651029488	1.28E-06
1167	1	9	5	34	0.691582374	1.44E-07
1168	1	9	5	35	0.835908421	8.99E-13
1169	1	9	5	36	0.800658874	4.05E-11
1170	1	9	5	37	-0.193773679	0.202159378
1171	1	9	5	38	-0.619580978	5.68E-06
1172	1	9	6	9	0.805242849	2.58E-11
1173	1	9	6	10	0.807784525	2.00E-11
1174	1	9	6	11	0.783839268	1.93E-10
1175	1	9	6	12	-0.539704672	0.000130224
1176	1	9	6	13	-0.703134952	7.21E-08
1177	1	9	6	14	-0.627124924	4.03E-06
1178	1	9	6	15	0.804306443	2.83E-11
1179	1	9	6	16	0.810660631	1.49E-11
1180	1	9	6	17	0.783839268	1.93E-10
1181	1	9	6	18	0.573549085	3.81E-05
1182	1	9	6	19	0.52833402	0.000191172
1183	1	9	6	20	0.581776086	2.77E-05
1184	1	9	6	21	-0.878683887	2.13E-15
1185	1	9	6	22	-0.879820952	1.76E-15
1186	1	9	6	23	-0.66652089	5.79E-07
1187	1	9	6	24	0.570338548	4.31E-05
1188	1	9	6	25	0.528601565	0.000189483
1189	1	9	6	26	0.581776086	2.77E-05
1190	1	9	7	9	0.255376959	0.090433368
1191	1	9	7	10	0.255376959	0.090433368
1192	1	9	7	11	0.197336741	0.193825851
1193	1	9	7	12	-0.023216087	0.879679083
1194	1	9	7	13	-0.127924659	0.402342497
1195	1	9	7	14	-0.011608044	0.939673403
1196	1	9	7	15	0.255376959	0.090433368
1197	1	9	7	16	0.255376959	0.090433368
1198	1	9	7	17	0.197336741	0.193825851
1199	1	9	7	18	0.255376959	0.090433368
1200	1	9	7	19	0.243768916	0.106596112
1201	1	9	7	20	0.208944785	0.168369896
1202	1	9	7	21	-0.150904567	0.322421669
1203	1	9	7	22	-0.150904567	0.322421669
1204	1	9	7	23	-0.12768848	0.40321902
1205	1	9	7	24	0.255376959	0.090433368
1206	1	9	7	25	0.243768916	0.106596112
1207	1	9	7	26	0.208944785	0.168369896
1208	1	9	8	9	0.71762194	2.90E-08
1209	1	9	8	10	0.715615354	3.30E-08
1210	1	9	8	11	0.773137478	4.84E-10
1211	1	9	8	12	-0.578364891	3.17E-05
1212	1	9	8	13	-0.696031902	1.11E-07
1213	1	9	8	14	-0.795945669	6.36E-11
1214	1	9	8	15	0.71146841	4.30E-08
1215	1	9	8	16	0.718223915	2.79E-08
1216	1	9	8	17	0.773137478	4.84E-10
1217	1	9	8	18	0.479105784	0.000869656
1218	1	9	8	19	0.437770118	0.002634962
1219	1	9	8	20	0.57468615	3.65E-05
1220	1	9	8	21	-0.843367978	3.58E-13
1221	1	9	8	22	-0.836880018	7.99E-13
1222	1	9	8	23	-0.843903068	3.34E-13
1223	1	9	8	24	0.476564108	0.000934778
1224	1	9	8	25	0.439509159	0.002521734
1225	1	9	8	26	0.57468615	3.65E-05
1226	1	10	3	6	0.559999553	1.93E-05
1227	1	10	3	7	0.230605412	0.103514007
1228	1	10	3	8	0.473859919	0.000444058
1229	1	10	3	9	0.547741879	3.18E-05
1230	1	10	3	10	0.56240384	1.75E-05
1231	1	10	3	11	0.47660422	0.000406835
1232	1	10	3	12	-0.178568197	0.209942799
1233	1	10	3	13	-0.335297016	0.016162862
1234	1	10	3	14	-0.296225904	0.034801764
1235	1	10	3	15	0.547832385	3.17E-05
1236	1	10	3	16	0.565933571	1.50E-05
1237	1	10	3	17	0.480314963	0.000360994
1238	1	10	3	18	0.495157935	0.000220712
1239	1	10	3	19	0.491990227	0.000245611
1240	1	10	3	20	0.5083718	0.000139708
1241	1	10	3	21	-0.566476607	1.47E-05
1242	1	10	3	22	-0.566114583	1.49E-05
1243	1	10	3	23	-0.441759437	0.0011733
1244	1	10	3	24	0.500497785	0.000183883
1245	1	10	3	25	0.49171871	0.000247859
1246	1	10	3	26	0.5083718	0.000139708
1247	1	10	3	27	0.624278766	9.82E-07
1248	1	10	3	28	0.622481068	1.08E-06
1249	1	10	3	29	0.398189841	0.003805277
1250	1	10	3	30	0.681299783	3.74E-08
1251	1	10	3	31	0.252947863	0.073313394
1252	1	10	3	32	0.406317886	0.003090955
1253	1	10	3	33	0.577938682	8.95E-06
1254	1	10	3	34	0.695590748	1.47E-08
1255	1	10	3	35	0.414119245	0.002519518
1256	1	10	3	36	0.542369048	3.94E-05
1257	1	10	3	37	-0.19902704	0.161467465
1258	1	10	3	38	-0.472169429	0.000468492
1259	1	10	4	6	0.688567679	2.34E-08
1260	1	10	4	7	0.28025962	0.046376174
1261	1	10	4	8	0.596728862	3.81E-06
1262	1	10	4	9	0.66810212	8.49E-08
1263	1	10	4	10	0.681521359	3.69E-08
1264	1	10	4	11	0.648743217	2.63E-07
1265	1	10	4	12	-0.444594792	0.001080856
1266	1	10	4	13	-0.622694173	1.07E-06
1267	1	10	4	14	-0.388057998	0.004896381
1268	1	10	4	15	0.670411989	7.38E-08
1269	1	10	4	16	0.683721234	3.21E-08
1270	1	10	4	17	0.64852323	2.66E-07
1271	1	10	4	18	0.604415731	2.64E-06
1272	1	10	4	19	0.599026036	3.42E-06
1273	1	10	4	20	0.56580792	1.51E-05
1274	1	10	4	21	-0.719579201	2.69E-09
