	a.i.	length.patient.	mean.d.JMJD1C.	median.d.JMJD1C.	sum.d.JMJD1C.	mean.e.IFNG.	median.e.IFNG.	sum.e.IFNG.	mean.f.STAT3_mean.	median.f.STAT3_mean.	sum.f.STAT3_mean.	mean.f.STAT3_median.	median.f.STAT3_median.	sum.f.STAT3_median.	mean.f.STAT3_sum.	median.f.STAT3_sum.	sum.f.STAT3_sum.	mean.f.PI3K_mean.	median.f.PI3K_mean.	sum.f.PI3K_mean.	mean.f.PI3K_median.	median.f.PI3K_median.	sum.f.PI3K_median.	mean.f.PI3K_sum.	median.f.PI3K_sum.	sum.f.PI3K_sum.	mean.o.GZMB.	median.o.GZMB.	sum.o.GZMB.	mean.p.TNF.	median.p.TNF.	sum.p.TNF.	mean.q.IFNG.	median.q.IFNG.	sum.q.IFNG.	Treg_frequence	CD8_frequence	CD8_ratio	mean.d.JMJD1C.	median.d.JMJD1C.	sum.d.JMJD1C.	mean.e.IFNG.	median.e.IFNG.	sum.e.IFNG.	mean.f.STAT3_mean.	median.f.STAT3_mean.	sum.f.STAT3_mean.	mean.f.STAT3_median.	median.f.STAT3_median.	sum.f.STAT3_median.	mean.f.STAT3_sum.	median.f.STAT3_sum.	sum.f.STAT3_sum.	mean.f.PI3K_mean.	median.f.PI3K_mean.	sum.f.PI3K_mean.	mean.f.PI3K_median.	median.f.PI3K_median.	sum.f.PI3K_median.	mean.f.PI3K_sum.	median.f.PI3K_sum.	sum.f.PI3K_sum.	mean.o.GZMB.	median.o.GZMB.	sum.o.GZMB.	mean.p.TNF.	median.p.TNF.	sum.p.TNF.	mean.q.IFNG.	median.q.IFNG.	sum.q.IFNG.	Treg_frequence	CD8_frequence	CD8_ratio
141	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-1.706969182	-0.415844867	-0.415844867	-2.495069204	0.045665126	0.046830133	0.273990757	-0.010064077	-0.007556171	-0.060384463	3.972865973	4.074221566	23.83719584	-0.018455514	-0.006024768	-0.110733086	-0.053026022	-0.051904052	-0.31815613	-1.919373498	-0.626575898	-11.51624099	0.038441744	-0.70551308	4.958984919	0.017265085	-0.151451317	2.227195939	0.391407708	-0.415844867	50.49159432	0.5	0.914893617	21.5	0	0	0	0	0	0	0.045665126	0.046830133	0.273990757	-0.010064077	-0.007556171	-0.060384463	3.972865973	4.074221566	23.83719584	-0.018455514	-0.006024768	-0.110733086	-0.053026022	-0.051904052	-0.31815613	-1.919373498	-0.626575898	-11.51624099	1.027962876	0	132.607211	0.056240009	0	7.2549612	0.710100119	0	91.60291535	0.5	0.914893617	21.5
142	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-2.560453774	-0.415844867	-0.415844867	-3.742603806	0.018259271	0.031519194	0.164333441	-0.018476063	-0.021747872	-0.166284567	1.588556598	2.742169888	14.29700938	-0.002805464	-0.002655078	-0.025249174	-0.056524319	-0.057783793	-0.508718875	-0.291768231	-0.276128109	-2.62591408	0.474098043	0.67685731	78.22617704	-0.010957316	-0.151451317	-1.80795706	-0.350752944	-0.415844867	-57.87423578	0.230769231	0.808823529	18.33333333	0	0	0	0	0	0	0.018259271	0.031519194	0.164333441	-0.018476063	-0.021747872	-0.166284567	1.588556598	2.742169888	14.29700938	-0.002805464	-0.002655078	-0.025249174	-0.056524319	-0.057783793	-0.508718875	-0.291768231	-0.276128109	-2.62591408	1.629932899	1.910096415	268.9389284	0.04683234	0	7.72733616	0.057258142	0	9.44759339	0.230769231	0.808823529	18.33333333
143	MELA.HanjieLi2019.sce.rds	23	0.655091063	-0.284494864	5.895819566	-0.415844867	-0.415844867	-3.742603806	-0.0326022	-0.014932382	-0.293419796	-0.022600191	-0.021516208	-0.203401723	-2.836391358	-1.29911726	-25.52752223	0.013533147	0.026879318	0.121798323	-0.056102691	-0.051688527	-0.504924216	1.40744729	2.795449049	12.66702561	0.094610423	-0.70551308	13.05623843	-0.151451317	-0.151451317	-20.90028179	-0.179124487	-0.415844867	-24.71917919	0.321428571	0.831325301	15.33333333	0.556913547	0	5.012221925	0	0	0	-0.0326022	-0.014932382	-0.293419796	-0.022600191	-0.021516208	-0.203401723	-2.836391358	-1.29911726	-25.52752223	0.013533147	0.026879318	0.121798323	-0.056102691	-0.051688527	-0.504924216	1.40744729	2.795449049	12.66702561	1.105574199	0	152.5692394	0	0	0	0.208231197	0	28.73590523	0.321428571	0.831325301	15.33333333
144	MELA.HanjieLi2019.sce.rds	23	0.078509593	-0.284494864	5.73120031	-0.318007664	-0.415844867	-23.21455951	0.051248375	0.050012971	3.741131355	-0.016752424	-0.01846276	-1.222926943	4.458608601	4.35112847	325.4784279	0.035880608	0.027544328	2.619284348	-0.061570409	-0.062296477	-4.494639832	3.73158318	2.864610113	272.4055722	0.082748258	-0.70551308	79.85206936	-0.040969201	-0.151451317	-39.53527878	0.208507914	-0.415844867	201.2101374	0.357843137	0.825491873	13.21917808	0.215160843	0	15.70674152	0.086062543	0	6.282565629	0.051248375	0.050012971	3.741131355	-0.016752424	-0.01846276	-1.222926943	4.458608601	4.35112847	325.4784279	0.035880608	0.027544328	2.619284348	-0.061570409	-0.062296477	-4.494639832	3.73158318	2.864610113	272.4055722	1.0891836	0	1051.062174	0.036828164	0	35.53917788	0.549212227	0	529.9897991	0.357843137	0.825491873	13.21917808
145	MELA.HanjieLi2019.sce.rds	23	-0.088527705	-0.284494864	-7.082216373	-0.368270425	-0.415844867	-29.46163399	0.04052402	0.03461612	3.241921603	-0.018539227	-0.019402835	-1.483138144	3.525589744	3.011602462	282.0471795	0.05638498	0.059010947	4.510798416	-0.059369221	-0.056854923	-4.749537661	5.864037941	6.137138512	469.1230353	-0.006577969	-0.70551308	-2.256243244	-0.126758682	-0.151451317	-43.47822795	0.095555867	-0.415844867	32.77566226	0.31372549	0.573578595	4.2875	0.116154109	0	9.292328683	0.041848881	0	3.347910503	0.04052402	0.03461612	3.241921603	-0.018539227	-0.019402835	-1.483138144	3.525589744	3.011602462	282.0471795	0.05638498	0.059010947	4.510798416	-0.059369221	-0.056854923	-4.749537661	5.864037941	6.137138512	469.1230353	0.965756689	0	331.2545444	0.008231055	0	2.823251971	0.449853903	0	154.2998889	0.31372549	0.573578595	4.2875
146	MELA.HanjieLi2019.sce.rds	23	-0.090783584	-0.284494864	-7.625821056	-0.387505493	-0.415844867	-32.55046138	0.039563462	0.038748869	3.323330782	-0.020117592	-0.019456789	-1.689877753	3.442021167	3.37115159	289.129778	0.02798769	0.023490888	2.350965928	-0.062560496	-0.060980239	-5.255081698	2.910719721	2.443052342	244.5004565	0.511484868	0.717361829	114.0611256	-0.086916347	-0.151451317	-19.38234529	-0.046174932	-0.415844867	-10.29700982	0.342857143	0.476495726	2.654761905	0.114816999	0	9.644627875	0.024928745	0	2.094014553	0.039563462	0.038748869	3.323330782	-0.020117592	-0.019456789	-1.689877753	3.442021167	3.37115159	289.129778	0.02798769	0.023490888	2.350965928	-0.062560496	-0.060980239	-5.255081698	2.910719721	2.443052342	244.5004565	1.681592311	1.966063715	374.9950854	0.021512119	0	4.797202585	0.325180338	0	72.51521532	0.342857143	0.476495726	2.654761905
147	MELA.HanjieLi2019.sce.rds	23	0.036958306	-0.284494864	4.139330242	-0.278407998	-0.415844867	-31.18169573	0.049851785	0.042625087	5.583399937	-0.017382663	-0.016701829	-1.946858214	4.337105308	3.708382582	485.7557945	0.070882979	0.058456376	7.938893638	-0.062325707	-0.062218342	-6.980479221	7.371829807	6.079463122	825.6449383	0.730479183	0.977620607	281.2344854	-0.017073923	-0.151451317	-6.573460523	0.124847917	-0.415844867	48.06644788	0.416356877	0.588685015	3.4375	0.190532467	0	21.33963634	0.120896409	0	13.54039781	0.049851785	0.042625087	5.583399937	-0.017382663	-0.016701829	-1.946858214	4.337105308	3.708382582	485.7557945	0.070882979	0.058456376	7.938893638	-0.062325707	-0.062218342	-6.980479221	7.371829807	6.079463122	825.6449383	1.984188676	2.325677435	763.9126404	0.044793427	0	17.24546949	0.475620669	0	183.1139577	0.416356877	0.588685015	3.4375
148	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-1.137979455	-0.415844867	-0.415844867	-1.663379469	0.050852166	0.035095355	0.203408664	-0.009536832	-0.008600469	-0.038147327	4.424138453	3.053295846	17.69655381	0.042192933	0.013637385	0.168771731	-0.042609355	-0.040491106	-0.17043742	4.388065002	1.418288012	17.55226001	0.736684874	1.035412056	347.7152608	-0.064804827	-0.151451317	-30.58787828	-0.005509246	-0.415844867	-2.600364076	0.266666667	0.969199179	118	0	0	0	0	0	0	0.050852166	0.035095355	0.203408664	-0.009536832	-0.008600469	-0.038147327	4.424138453	3.053295846	17.69655381	0.042192933	0.013637385	0.168771731	-0.042609355	-0.040491106	-0.17043742	4.388065002	1.418288012	17.55226001	1.992763418	2.405531026	940.5843335	0.028882784	0	13.63267413	0.360951928	0	170.3693101	0.266666667	0.969199179	118
149	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.013208819	-0.791649401	0.105670552	-0.627288285	-0.627288285	-5.018306278	0.230925841	0.273856375	1.847406727	-0.321696176	-0.342102679	-2.573569412	14.77925382	17.52680802	118.2340305	0.293714635	0.283108017	2.349717082	-0.208213266	-0.486530621	-1.665706129	26.14060254	25.19661351	209.1248203	0.162317707	-0.59532064	13.31005201	-0.165437993	-0.38659	-13.56591546	0.19186176	-0.627288285	15.73266433	0.266666667	0.732142857	10.25	2.57593296	0	20.60746368	0	0	0	0.230925841	0.273856375	1.847406727	-0.321696176	-0.342102679	-2.573569412	14.77925382	17.52680802	118.2340305	0.293714635	0.283108017	2.349717082	-0.208213266	-0.486530621	-1.665706129	26.14060254	25.19661351	209.1248203	2.841165923	0	232.9756057	0.540716596	0	44.33876088	2.739092569	0	224.6055907	0.266666667	0.732142857	10.25
150	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.075259932	-0.385187314	-1.053639051	-0.369570193	-0.627288285	-5.173982701	0.017761012	0.115583537	0.248654172	-0.268664748	-0.248910064	-3.761306475	1.136704787	7.397346384	15.91386701	-0.162527662	-0.29024251	-2.275387265	-0.511587448	-0.531614191	-7.162224266	-14.4649619	-25.83158335	-202.5094666	0.307510012	-0.59532064	86.10280344	0.025175386	-0.38659	7.049107965	0.388941635	-0.627288285	108.9036579	0.233333333	0.823529412	20	2.292790456	1.300873945	32.09906638	0.861763623	0	12.06469072	0.017761012	0.115583537	0.248654172	-0.268664748	-0.248910064	-3.761306475	1.136704787	7.397346384	15.91386701	-0.162527662	-0.29024251	-2.275387265	-0.511587448	-0.531614191	-7.162224266	-14.4649619	-25.83158335	-202.5094666	3.385641305	0	947.9795653	1.006766256	0	281.8945517	3.398092743	0	951.465968	0.233333333	0.823529412	20
151	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.063988869	-0.791649401	0.319944347	-0.627288285	-0.627288285	-3.136441424	0.052190811	0.11368536	0.260954057	-0.358555	-0.410479041	-1.792775001	3.340211933	7.27586301	16.70105966	0.172819213	-0.029002296	0.864096064	-0.545041556	-0.692408593	-2.725207781	15.38090995	-2.581204387	76.90454973	-0.355423466	-0.59532064	-57.22317807	-0.248288011	-0.38659	-39.97436978	0.21042491	-0.627288285	33.87841048	0.142857143	0.821428571	32.2	2.738453516	0	13.69226758	0	0	0	0.052190811	0.11368536	0.260954057	-0.358555	-0.410479041	-1.792775001	3.340211933	7.27586301	16.70105966	0.172819213	-0.029002296	0.864096064	-0.545041556	-0.692408593	-2.725207781	15.38090995	-2.581204387	76.90454973	0.899621406	0	144.8390464	0.338148325	0	54.44188039	2.801164452	0	450.9874768	0.142857143	0.821428571	32.2
152	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.146607609	-0.791649401	0.733038047	-0.627288285	-0.627288285	-3.136441424	0.901482294	1.085022741	4.507411468	-0.147606182	-0.111443782	-0.738030908	57.69486679	69.44145542	288.474334	0.166410019	0.082743925	0.832050095	-0.489170433	-0.487916014	-2.445852165	14.81049169	7.364209325	74.05245844	0.546083475	0.573341862	37.67975977	0.194089749	-0.38659	13.39219266	0.771320605	1.057075448	53.22112176	0.384615385	0.841463415	13.8	3.002873174	0	15.01436587	0	0	0	0.901482294	1.085022741	4.507411468	-0.147606182	-0.111443782	-0.738030908	57.69486679	69.44145542	288.474334	0.166410019	0.082743925	0.832050095	-0.489170433	-0.487916014	-2.445852165	14.81049169	7.364209325	74.05245844	4.280298755	4.382518501	295.3406141	1.419761828	0	97.96356611	4.676700248	5.632213797	322.6923171	0.384615385	0.841463415	13.8
153	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.053806324	-0.067915644	0.215225295	-0.627288285	-0.627288285	-2.509153139	0.374458059	0.31245855	1.497832235	-0.181004694	-0.17195462	-0.724018778	23.96531576	19.99734722	95.86126302	0.219414926	0.2824208	0.877659702	-0.399093996	-0.41090498	-1.596375983	19.52792838	25.13545119	78.11171351	-0.292040023	-0.59532064	-17.5224014	-0.213803208	-0.38659	-12.82819248	0.248596894	-0.627288285	14.91581365	0.210526316	0.759493671	15	2.705864478	2.316295705	10.82345791	0	0	0	0.374458059	0.31245855	1.497832235	-0.181004694	-0.17195462	-0.724018778	23.96531576	19.99734722	95.86126302	0.219414926	0.2824208	0.877659702	-0.399093996	-0.41090498	-1.596375983	19.52792838	25.13545119	78.11171351	1.137311168	0	68.23867007	0.422463659	0	25.34781957	2.928804802	0	175.7282881	0.210526316	0.759493671	15
154	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.361561154	-0.276784705	1.807805772	-0.627288285	-0.627288285	-3.136441424	0.541491192	0.532186865	2.70745596	-0.237923561	-0.223027148	-1.189617806	34.65543629	34.05995938	173.2771814	0.186704879	0.128018781	0.933524397	-0.544979105	-0.62203395	-2.724895526	16.61673426	11.39367147	83.08367131	1.029007138	1.300067373	5.145035688	0.153367532	-0.38659	0.766837662	1.046611117	1.079451582	5.233055584	0.416666667	0.294117647	1	3.690827782	1.647814371	18.45413891	0	0	0	0.541491192	0.532186865	2.70745596	-0.237923561	-0.223027148	-1.189617806	34.65543629	34.05995938	173.2771814	0.186704879	0.128018781	0.933524397	-0.544979105	-0.62203395	-2.724895526	16.61673426	11.39367147	83.08367131	6.091276588	7.107760385	30.45638294	1.32019602	0	6.600980101	5.597222928	5.707035623	27.98611464	0.416666667	0.294117647	1
155	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.424605034	-0.791649401	-8.067495655	-0.627288285	-0.627288285	-11.91847741	0.380066673	0.366954419	7.221266787	-0.285328515	-0.263981004	-5.421241793	24.32426707	23.48508279	462.1610744	0.19102171	0.244291303	3.629412482	-0.511574418	-0.558744308	-9.719913941	17.00093215	21.74192597	323.0177109	1.034195497	1.409638903	31.02586491	-0.141017017	-0.38659	-4.230510518	0.831607477	1.212173046	24.9482243	0.487179487	0.434782609	1.578947368	1.174718303	0	22.31964775	0	0	0	0.380066673	0.366954419	7.221266787	-0.285328515	-0.263981004	-5.421241793	24.32426707	23.48508279	462.1610744	0.19102171	0.244291303	3.629412482	-0.511574418	-0.558744308	-9.719913941	17.00093215	21.74192597	323.0177109	6.110733088	7.518656821	183.3219926	0.600425876	0	18.01277628	4.878288861	6.150832678	146.3486658	0.487179487	0.434782609	1.578947368
156	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.833501519	0.825563827	2.500504556	-0.627288285	-0.627288285	-1.881864854	0.065334141	0.103866294	0.196002424	-0.3731698	-0.380911943	-1.119509399	4.181385056	6.647442798	12.54415517	0.24614795	0.117807463	0.738443849	-0.389793109	-0.39218874	-1.169379328	21.90716751	10.48486422	65.72150252	0.037676671	-0.59532064	1.243330142	-0.305448563	-0.38659	-10.07980258	0.26365802	-0.627288285	8.700714657	0.088235294	0.492537313	11	5.201263669	5.175859242	15.60379101	0	0	0	0.065334141	0.103866294	0.196002424	-0.3731698	-0.380911943	-1.119509399	4.181385056	6.647442798	12.54415517	0.24614795	0.117807463	0.738443849	-0.389793109	-0.39218874	-1.169379328	21.90716751	10.48486422	65.72150252	2.373758397	0	78.33402711	0.198390791	0	6.546896104	2.979166537	0	98.31249574	0.088235294	0.492537313	11
157	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.791649401	-0.791649401	-0.791649401	-0.199046668	-0.199046668	-0.199046668	0.189305137	0.189305137	0.189305137	-0.341130617	-0.341130617	-0.341130617	12.11552875	12.11552875	12.11552875	-0.133915388	-0.133915388	-0.133915388	-0.660826981	-0.660826981	-0.660826981	-11.91846951	-11.91846951	-11.91846951	0.317035326	-0.59532064	4.121459233	-0.212688903	-0.38659	-2.764955744	0.426558681	-0.627288285	5.54526285	0.2	0.722222222	13	0	0	0	1.431964069	1.431964069	1.431964069	0.189305137	0.189305137	0.189305137	-0.341130617	-0.341130617	-0.341130617	12.11552875	12.11552875	12.11552875	-0.133915388	-0.133915388	-0.133915388	-0.660826981	-0.660826981	-0.660826981	-11.91846951	-11.91846951	-11.91846951	3.421361508	0	44.4776996	0.425188134	0	5.527445743	3.523877476	0	45.81040719	0.2	0.722222222	13
158	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.189047031	-0.791649401	-1.512376249	-0.354216591	-0.627288285	-2.833732729	-0.111778544	-0.095142289	-0.894228354	-0.344951013	-0.344998669	-2.759608102	-7.153826832	-6.08910651	-57.23061465	-0.254824127	-0.214358987	-2.03859302	-0.537659911	-0.546231204	-4.301279285	-22.67934735	-19.07794989	-181.4347788	-0.564671567	-0.59532064	-9.599416646	-0.106625253	-0.38659	-1.812629307	-0.482886444	-0.627288285	-8.209069542	0.166666667	0.261538462	2.125	1.928617076	0	15.42893661	0.913103346	0	7.304826769	-0.111778544	-0.095142289	-0.894228354	-0.344951013	-0.344998669	-2.759608102	-7.153826832	-6.08910651	-57.23061465	-0.254824127	-0.214358987	-2.03859302	-0.537659911	-0.546231204	-4.301279285	-22.67934735	-19.07794989	-181.4347788	0.114934918	0	1.953893609	0.684513729	0	11.6367334	0.482854164	0	8.208520782	0.166666667	0.261538462	2.125
159	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.024059145	-0.791649401	-0.216532303	-0.627288285	-0.627288285	-5.645594562	0.223098453	0.264998405	2.007886075	-0.305362684	-0.292752256	-2.748264152	14.27830098	16.95989793	128.5047088	0.099363829	0.135589255	0.894274464	-0.529882053	-0.561669156	-4.76893848	8.843380811	12.06744373	79.59042729	0.965780472	1.459053359	15.45248756	0.346991792	-0.38659	5.551868667	0.70210287	1.128818108	11.23364593	0.3	0.347826087	1.777777778	2.456657572	0	22.10991815	0	0	0	0.223098453	0.264998405	2.007886075	-0.305362684	-0.292752256	-2.748264152	14.27830098	16.95989793	128.5047088	0.099363829	0.135589255	0.894274464	-0.529882053	-0.561669156	-4.76893848	8.843380811	12.06744373	79.59042729	5.854174748	7.703962475	93.66679597	1.793607282	0	28.6977165	4.445248411	5.872108537	71.12397457	0.3	0.347826087	1.777777778
160	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.033136448	-0.791649401	0.099409345	-0.627288285	-0.627288285	-1.881864854	0.051991033	-0.061338082	0.1559731	-0.33063399	-0.356585031	-0.991901969	3.327426134	-3.925637241	9.982278403	-0.034496188	0.044832241	-0.103488563	-0.525321517	-0.487310031	-1.57596455	-3.070160696	3.990069453	-9.210482088	0.267640996	-0.59532064	3.74697395	-0.252484466	-0.38659	-3.534782523	-0.265151065	-0.627288285	-3.712114914	0.428571429	0.666666667	4.666666667	2.639710948	0	7.919132843	0	0	0	0.051991033	-0.061338082	0.1559731	-0.33063399	-0.356585031	-0.991901969	3.327426134	-3.925637241	9.982278403	-0.034496188	0.044832241	-0.103488563	-0.525321517	-0.487310031	-1.57596455	-3.070160696	3.990069453	-9.210482088	3.236131331	0	45.30583864	0.327887994	0	4.590431921	1.210922679	0	16.95291751	0.428571429	0.666666667	4.666666667
161	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.19664576	0.379822126	1.769811836	-0.552812174	-0.627288285	-4.975309565	0.142619296	0.177888036	1.283573666	-0.261164518	-0.265462774	-2.35048066	9.127634961	11.38483431	82.14871465	0.208477351	0.143591363	1.876296162	-0.418000543	-0.398595374	-3.762004884	18.55448427	12.77963134	166.9903585	0.859806693	1.381349265	38.69130117	0.280311494	-0.38659	12.61401721	0.106046598	-0.627288285	4.772096932	0.092783505	0.316901408	5	3.163019293	3.749271663	28.46717364	0.249034915	0	2.241314233	0.142619296	0.177888036	1.283573666	-0.261164518	-0.265462774	-2.35048066	9.127634961	11.38483431	82.14871465	0.208477351	0.143591363	1.876296162	-0.418000543	-0.398595374	-3.762004884	18.55448427	12.77963134	166.9903585	5.45676998	7.412569852	245.5546491	1.630573971	0	73.37582869	2.452141878	0	110.3463845	0.092783505	0.316901408	5
162	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.317941003	0.461823585	2.861469024	-0.627288285	-0.627288285	-5.645594562	0.439171306	0.385662004	3.952541758	-0.217314004	-0.227669009	-1.955826038	28.10696361	24.68236828	252.9626725	0.176487659	0.163064468	1.588388932	-0.508732942	-0.511713501	-4.578596479	15.70740166	14.51273768	141.366615	0.432008199	-0.59532064	8.208155776	0.735142889	-0.38659	13.96771488	0.125267778	-0.627288285	2.380087782	0.225	0.322033898	2.111111111	3.551222342	4.011715726	31.96100107	0	0	0	0.439171306	0.385662004	3.952541758	-0.217314004	-0.227669009	-1.955826038	28.10696361	24.68236828	252.9626725	0.176487659	0.163064468	1.588388932	-0.508732942	-0.511713501	-4.578596479	15.70740166	14.51273768	141.366615	3.852513138	0	73.19774963	2.742636608	0	52.11009555	2.516414096	0	47.81186782	0.225	0.322033898	2.111111111
163	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.308615731	0.031648263	3.08615731	-0.627288285	-0.627288285	-6.272882847	0.147023608	0.133023098	1.470236077	-0.324751997	-0.27882802	-3.247519971	9.409510895	8.513478273	94.09510895	-0.123356838	-0.181571011	-1.233568379	-0.570755402	-0.572893552	-5.707554023	-10.97875858	-16.15981997	-109.7875858	-0.59532064	-0.59532064	-9.525130246	-0.38659	-0.38659	-6.18544	-0.627288285	-0.627288285	-10.03661256	0.144927536	0.188235294	1.6	3.521376993	2.63494804	35.21376993	0	0	0	0.147023608	0.133023098	1.470236077	-0.324751997	-0.27882802	-3.247519971	9.409510895	8.513478273	94.09510895	-0.123356838	-0.181571011	-1.233568379	-0.570755402	-0.572893552	-5.707554023	-10.97875858	-16.15981997	-109.7875858	0	0	0	0	0	0	0	0	0	0.144927536	0.188235294	1.6
164	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.528303508	-0.791649401	-4.754731569	-0.614589705	-0.627288285	-5.531307347	0.487290177	0.703347822	4.385611597	-0.216461963	-0.205132104	-1.948157671	31.18657136	45.01426061	280.6791422	0.062299215	0.069304602	0.560692939	-0.504477405	-0.547835896	-4.540296647	5.544630175	6.168109541	49.90167157	-0.317981391	-0.59532064	-27.98236244	-0.254940983	-0.38659	-22.43480649	-0.091555987	-0.627288285	-8.056926815	0.375	0.785714286	9.777777778	0.842833371	0	7.585500342	0.042461799	0	0.382156192	0.487290177	0.703347822	4.385611597	-0.216461963	-0.205132104	-1.948157671	31.18657136	45.01426061	280.6791422	0.062299215	0.069304602	0.560692939	-0.504477405	-0.547835896	-4.540296647	5.544630175	6.168109541	49.90167157	1.04003028	0	91.52266466	0.321881811	0	28.32559938	1.791393856	0	157.6426593	0.375	0.785714286	9.777777778
165	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.377977019	-0.791649401	-2.267862115	-0.627288285	-0.627288285	-3.763729708	-0.004961144	0.048895953	-0.029766865	-0.244053967	-0.240273244	-1.464323803	-0.317513227	3.129341021	-1.905079361	0.3815315	0.42414509	2.289189002	-0.334398545	-0.323873194	-2.00639127	33.95630352	37.74891301	203.7378211	0.876040995	1.447114651	92.86034544	-0.253018304	-0.38659	-26.81994024	0.335702724	-0.627288285	35.58448874	0.428571429	0.883333333	17.66666667	1.323950352	0	7.943702111	0	0	0	-0.004961144	0.048895953	-0.029766865	-0.244053967	-0.240273244	-1.464323803	-0.317513227	3.129341021	-1.905079361	0.3815315	0.42414509	2.289189002	-0.334398545	-0.323873194	-2.00639127	33.95630352	37.74891301	203.7378211	5.517649086	7.659191969	584.8708032	0.32658276	0	34.61777256	3.220071259	0	341.3275535	0.428571429	0.883333333	17.66666667
166	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.013550918	-0.791649401	0.203263764	-0.457050997	-0.627288285	-6.855764962	0.380320671	0.356725542	5.704810067	-0.189004891	-0.186230762	-2.83507337	24.34052295	22.83043466	365.1078443	0.2024089	0.154344847	3.036133497	-0.440330395	-0.494167152	-6.604955921	18.01439208	13.73669138	270.2158812	1.181715694	1.628970705	30.72460804	0.0326109	-0.38659	0.847883387	0.857415111	1.212299247	22.29279289	0.3	0.342105263	1.733333333	2.57702784	0	38.6554176	0.569243317	0	8.538649753	0.380320671	0.356725542	5.704810067	-0.189004891	-0.186230762	-2.83507337	24.34052295	22.83043466	365.1078443	0.2024089	0.154344847	3.036133497	-0.440330395	-0.494167152	-6.604955921	18.01439208	13.73669138	270.2158812	6.663938132	8.341157479	173.2623914	1.024946085	0	26.64859822	4.964585017	6.151254669	129.0792104	0.3	0.342105263	1.733333333
167	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.791649401	-0.791649401	-0.791649401	-0.627288285	-0.627288285	-0.627288285	0.021902866	0.021902866	0.021902866	-0.120634305	-0.120634305	-0.120634305	1.401783441	1.401783441	1.401783441	-0.716688889	-0.716688889	-0.716688889	-0.582790382	-0.582790382	-0.582790382	-63.78531112	-63.78531112	-63.78531112	-0.349631347	-0.59532064	-3.14668212	0.211256922	-0.38659	1.901312298	-0.409700187	-0.627288285	-3.687301683	0.125	0.529411765	9	0	0	0	0	0	0	0.021902866	0.021902866	0.021902866	-0.120634305	-0.120634305	-0.120634305	1.401783441	1.401783441	1.401783441	-0.716688889	-0.716688889	-0.716688889	-0.582790382	-0.582790382	-0.582790382	-63.78531112	-63.78531112	-63.78531112	0.921342024	0	8.292078218	1.461735562	0	13.15562006	0.727576035	0	6.548184314	0.125	0.529411765	9
168	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.391413645	-0.791649401	-2.348481868	-0.591823834	-0.627288285	-3.550943006	0.204743025	0.193193231	1.228458148	-0.312761104	-0.25033038	-1.876566624	13.10355358	12.3643668	78.62132146	0.221576025	0.023441429	1.329456152	-0.257018726	-0.477651753	-1.542112357	19.72026625	2.086287147	118.3215975	0.420707841	-0.59532064	4.627786256	0.238141535	-0.38659	2.619556889	0.573721946	0.926853931	6.310941401	0.428571429	0.44	1.833333333	1.280946695	0	7.68568017	0.118586837	0	0.71152102	0.204743025	0.193193231	1.228458148	-0.312761104	-0.25033038	-1.876566624	13.10355358	12.3643668	78.62132146	0.221576025	0.023441429	1.329456152	-0.257018726	-0.477651753	-1.542112357	19.72026625	2.086287147	118.3215975	3.810136469	0	41.91150115	1.527468434	0	16.80215278	4.015965351	5.196776122	44.17561886	0.428571429	0.44	1.833333333
