	a.i.	length.patient.	mean.d.JMJD1C.	median.d.JMJD1C.	sum.d.JMJD1C.	mean.e.IFNG.	median.e.IFNG.	sum.e.IFNG.	mean.f.STAT3_mean.	median.f.STAT3_mean.	sum.f.STAT3_mean.	mean.f.STAT3_median.	median.f.STAT3_median.	sum.f.STAT3_median.	mean.f.STAT3_sum.	median.f.STAT3_sum.	sum.f.STAT3_sum.	mean.f.PI3K_mean.	median.f.PI3K_mean.	sum.f.PI3K_mean.	mean.f.PI3K_median.	median.f.PI3K_median.	sum.f.PI3K_median.	mean.f.PI3K_sum.	median.f.PI3K_sum.	sum.f.PI3K_sum.	mean.o.GZMB.	median.o.GZMB.	sum.o.GZMB.	mean.p.TNF.	median.p.TNF.	sum.p.TNF.	mean.q.IFNG.	median.q.IFNG.	sum.q.IFNG.	Treg_frequence	CD8_frequence	CD8_ratio
133	MELA.HanjieLi2019.sce.rds	23	0.005820417	-0.284494864	0.314302493	-0.415844867	-0.415844867	-22.45562284	0.033553134	0.034803105	1.811869257	-0.018874883	-0.017956965	-1.019243687	2.919122691	3.027870099	157.6326253	0.061861262	0.060667305	3.340508126	-0.06024348	-0.059393881	-3.2531479	6.433571207	6.309399673	347.4128452	0.552712374	0.702673845	177.9733844	-0.089751352	-0.151451317	-28.89993523	-0.093703993	-0.415844867	-30.17268571	0.352941176	0.677894737	5.962962963
134	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-0.853484591	-0.415844867	-0.415844867	-1.247534602	-0.031216546	-0.024901862	-0.093649638	-0.025770067	-0.029759772	-0.0773102	-2.715839493	-2.166462016	-8.147518478	-0.004205777	0.005648385	-0.01261733	-0.057631272	-0.055378593	-0.172893817	-0.437400781	0.587432052	-1.312202342	-0.567298075	-0.70551308	-14.74974996	0.595336739	-0.151451317	15.47875522	-0.415844867	-0.415844867	-10.81196655	0.3	0.722222222	8.666666667
135	MELA.HanjieLi2019.sce.rds	23	0.064800275	-0.284494864	4.600819499	-0.388279483	-0.415844867	-27.56784331	0.028442294	0.031645773	2.019402891	-0.021216803	-0.021817313	-1.506392984	2.474479598	2.753182228	175.6880515	0.046202238	0.047182841	3.280358873	-0.065001237	-0.062028952	-4.615087823	4.805032715	4.907015427	341.1573228	0.228065937	-0.70551308	71.15657248	0.01629175	-0.151451317	5.083025968	-0.021973091	-0.415844867	-6.855604534	0.33490566	0.595419847	4.394366197
136	MELA.HanjieLi2019.sce.rds	23	-0.059129412	-0.284494864	-5.439905914	-0.378283193	-0.415844867	-34.80205379	0.054709199	0.055039953	5.033246331	-0.016800536	-0.018431679	-1.545649294	4.759700335	4.788475951	437.8924308	0.066881222	0.065536291	6.153072466	-0.063760623	-0.063469678	-5.86597729	6.955647136	6.81577429	639.9195365	0.031706606	-0.70551308	44.3575414	-0.090813675	-0.151451317	-127.0483318	0.450112335	-0.415844867	629.7071562	0.327402135	0.832738095	15.20652174
137	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-1.422474319	-0.415844867	-0.415844867	-2.079224337	0.048230392	0.025554914	0.24115196	-0.017210732	-0.017984574	-0.086053658	4.1960441	2.223277479	20.9802205	0.025469662	0.035049851	0.127348309	-0.063596739	-0.057763302	-0.317983695	2.648844838	3.645184546	13.24422419	0.169474875	-0.70551308	5.423196	0.127162964	-0.151451317	4.069214838	-0.150429988	-0.415844867	-4.813759616	0.416666667	0.727272727	6.4
138	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-0.568989727	-0.415844867	-0.415844867	-0.831689735	-0.009229105	-0.009229105	-0.018458209	-0.008971319	-0.008971319	-0.017942639	-0.802932112	-0.802932112	-1.605864223	0.031867324	0.031867324	0.063734649	-0.0374864	-0.0374864	-0.074972801	3.314201729	3.314201729	6.628403458	-0.469658737	-0.70551308	-9.862833469	1.304482825	-0.151451317	27.39413932	0.292247225	-0.415844867	6.13719172	0.285714286	0.75	10.5
139	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-4.836412684	-0.415844867	-0.415844867	-7.069362744	0.033442918	0.025896675	0.568529605	-0.020276362	-0.020749048	-0.344698152	2.909533863	2.253010712	49.46207566	0.060375222	0.056650244	1.026378772	-0.060917996	-0.06194584	-1.035605936	6.279023078	5.891625356	106.7433923	-0.229138691	-0.70551308	-100.1336079	-0.062399023	-0.151451317	-27.2683732	0.156687464	-0.415844867	68.47242183	0.25	0.865346535	25.70588235
140	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-1.706969182	-0.415844867	-0.415844867	-2.495069204	-0.038248162	-0.039572788	-0.22948897	-0.020111534	-0.019774749	-0.120669202	-3.327590072	-3.442832593	-19.96554043	-0.0108637	-0.007080269	-0.0651822	-0.050420388	-0.048797437	-0.302522328	-1.129824802	-0.736347942	-6.778948813	-0.379226747	-0.70551308	-12.51448266	0.172209713	-0.151451317	5.682920518	-0.361843131	-0.415844867	-11.94082333	0.181818182	0.5	5.5
141	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-1.706969182	-0.415844867	-0.415844867	-2.495069204	0.045665126	0.046830133	0.273990757	-0.010064077	-0.007556171	-0.060384463	3.972865973	4.074221566	23.83719584	-0.018455514	-0.006024768	-0.110733086	-0.053026022	-0.051904052	-0.31815613	-1.919373498	-0.626575898	-11.51624099	0.038441744	-0.70551308	4.958984919	0.017265085	-0.151451317	2.227195939	0.391407708	-0.415844867	50.49159432	0.5	0.914893617	21.5
142	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-2.560453774	-0.415844867	-0.415844867	-3.742603806	0.018259271	0.031519194	0.164333441	-0.018476063	-0.021747872	-0.166284567	1.588556598	2.742169888	14.29700938	-0.002805464	-0.002655078	-0.025249174	-0.056524319	-0.057783793	-0.508718875	-0.291768231	-0.276128109	-2.62591408	0.474098043	0.67685731	78.22617704	-0.010957316	-0.151451317	-1.80795706	-0.350752944	-0.415844867	-57.87423578	0.230769231	0.808823529	18.33333333
143	MELA.HanjieLi2019.sce.rds	23	0.655091063	-0.284494864	5.895819566	-0.415844867	-0.415844867	-3.742603806	-0.0326022	-0.014932382	-0.293419796	-0.022600191	-0.021516208	-0.203401723	-2.836391358	-1.29911726	-25.52752223	0.013533147	0.026879318	0.121798323	-0.056102691	-0.051688527	-0.504924216	1.40744729	2.795449049	12.66702561	0.094610423	-0.70551308	13.05623843	-0.151451317	-0.151451317	-20.90028179	-0.179124487	-0.415844867	-24.71917919	0.321428571	0.831325301	15.33333333
144	MELA.HanjieLi2019.sce.rds	23	0.078509593	-0.284494864	5.73120031	-0.318007664	-0.415844867	-23.21455951	0.051248375	0.050012971	3.741131355	-0.016752424	-0.01846276	-1.222926943	4.458608601	4.35112847	325.4784279	0.035880608	0.027544328	2.619284348	-0.061570409	-0.062296477	-4.494639832	3.73158318	2.864610113	272.4055722	0.082748258	-0.70551308	79.85206936	-0.040969201	-0.151451317	-39.53527878	0.208507914	-0.415844867	201.2101374	0.357843137	0.825491873	13.21917808
145	MELA.HanjieLi2019.sce.rds	23	-0.088527705	-0.284494864	-7.082216373	-0.368270425	-0.415844867	-29.46163399	0.04052402	0.03461612	3.241921603	-0.018539227	-0.019402835	-1.483138144	3.525589744	3.011602462	282.0471795	0.05638498	0.059010947	4.510798416	-0.059369221	-0.056854923	-4.749537661	5.864037941	6.137138512	469.1230353	-0.006577969	-0.70551308	-2.256243244	-0.126758682	-0.151451317	-43.47822795	0.095555867	-0.415844867	32.77566226	0.31372549	0.573578595	4.2875
146	MELA.HanjieLi2019.sce.rds	23	-0.090783584	-0.284494864	-7.625821056	-0.387505493	-0.415844867	-32.55046138	0.039563462	0.038748869	3.323330782	-0.020117592	-0.019456789	-1.689877753	3.442021167	3.37115159	289.129778	0.02798769	0.023490888	2.350965928	-0.062560496	-0.060980239	-5.255081698	2.910719721	2.443052342	244.5004565	0.511484868	0.717361829	114.0611256	-0.086916347	-0.151451317	-19.38234529	-0.046174932	-0.415844867	-10.29700982	0.342857143	0.476495726	2.654761905
147	MELA.HanjieLi2019.sce.rds	23	0.036958306	-0.284494864	4.139330242	-0.278407998	-0.415844867	-31.18169573	0.049851785	0.042625087	5.583399937	-0.017382663	-0.016701829	-1.946858214	4.337105308	3.708382582	485.7557945	0.070882979	0.058456376	7.938893638	-0.062325707	-0.062218342	-6.980479221	7.371829807	6.079463122	825.6449383	0.730479183	0.977620607	281.2344854	-0.017073923	-0.151451317	-6.573460523	0.124847917	-0.415844867	48.06644788	0.416356877	0.588685015	3.4375
148	MELA.HanjieLi2019.sce.rds	23	-0.284494864	-0.284494864	-1.137979455	-0.415844867	-0.415844867	-1.663379469	0.050852166	0.035095355	0.203408664	-0.009536832	-0.008600469	-0.038147327	4.424138453	3.053295846	17.69655381	0.042192933	0.013637385	0.168771731	-0.042609355	-0.040491106	-0.17043742	4.388065002	1.418288012	17.55226001	0.736684874	1.035412056	347.7152608	-0.064804827	-0.151451317	-30.58787828	-0.005509246	-0.415844867	-2.600364076	0.266666667	0.969199179	118
149	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.013208819	-0.791649401	0.105670552	-0.627288285	-0.627288285	-5.018306278	0.230925841	0.273856375	1.847406727	-0.321696176	-0.342102679	-2.573569412	14.77925382	17.52680802	118.2340305	0.293714635	0.283108017	2.349717082	-0.208213266	-0.486530621	-1.665706129	26.14060254	25.19661351	209.1248203	0.162317707	-0.59532064	13.31005201	-0.165437993	-0.38659	-13.56591546	0.19186176	-0.627288285	15.73266433	0.266666667	0.732142857	10.25
150	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.075259932	-0.385187314	-1.053639051	-0.369570193	-0.627288285	-5.173982701	0.017761012	0.115583537	0.248654172	-0.268664748	-0.248910064	-3.761306475	1.136704787	7.397346384	15.91386701	-0.162527662	-0.29024251	-2.275387265	-0.511587448	-0.531614191	-7.162224266	-14.4649619	-25.83158335	-202.5094666	0.307510012	-0.59532064	86.10280344	0.025175386	-0.38659	7.049107965	0.388941635	-0.627288285	108.9036579	0.233333333	0.823529412	20
151	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.063988869	-0.791649401	0.319944347	-0.627288285	-0.627288285	-3.136441424	0.052190811	0.11368536	0.260954057	-0.358555	-0.410479041	-1.792775001	3.340211933	7.27586301	16.70105966	0.172819213	-0.029002296	0.864096064	-0.545041556	-0.692408593	-2.725207781	15.38090995	-2.581204387	76.90454973	-0.355423466	-0.59532064	-57.22317807	-0.248288011	-0.38659	-39.97436978	0.21042491	-0.627288285	33.87841048	0.142857143	0.821428571	32.2
152	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.146607609	-0.791649401	0.733038047	-0.627288285	-0.627288285	-3.136441424	0.901482294	1.085022741	4.507411468	-0.147606182	-0.111443782	-0.738030908	57.69486679	69.44145542	288.474334	0.166410019	0.082743925	0.832050095	-0.489170433	-0.487916014	-2.445852165	14.81049169	7.364209325	74.05245844	0.546083475	0.573341862	37.67975977	0.194089749	-0.38659	13.39219266	0.771320605	1.057075448	53.22112176	0.384615385	0.841463415	13.8
153	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.053806324	-0.067915644	0.215225295	-0.627288285	-0.627288285	-2.509153139	0.374458059	0.31245855	1.497832235	-0.181004694	-0.17195462	-0.724018778	23.96531576	19.99734722	95.86126302	0.219414926	0.2824208	0.877659702	-0.399093996	-0.41090498	-1.596375983	19.52792838	25.13545119	78.11171351	-0.292040023	-0.59532064	-17.5224014	-0.213803208	-0.38659	-12.82819248	0.248596894	-0.627288285	14.91581365	0.210526316	0.759493671	15
154	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.361561154	-0.276784705	1.807805772	-0.627288285	-0.627288285	-3.136441424	0.541491192	0.532186865	2.70745596	-0.237923561	-0.223027148	-1.189617806	34.65543629	34.05995938	173.2771814	0.186704879	0.128018781	0.933524397	-0.544979105	-0.62203395	-2.724895526	16.61673426	11.39367147	83.08367131	1.029007138	1.300067373	5.145035688	0.153367532	-0.38659	0.766837662	1.046611117	1.079451582	5.233055584	0.416666667	0.294117647	1
155	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.424605034	-0.791649401	-8.067495655	-0.627288285	-0.627288285	-11.91847741	0.380066673	0.366954419	7.221266787	-0.285328515	-0.263981004	-5.421241793	24.32426707	23.48508279	462.1610744	0.19102171	0.244291303	3.629412482	-0.511574418	-0.558744308	-9.719913941	17.00093215	21.74192597	323.0177109	1.034195497	1.409638903	31.02586491	-0.141017017	-0.38659	-4.230510518	0.831607477	1.212173046	24.9482243	0.487179487	0.434782609	1.578947368
156	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.833501519	0.825563827	2.500504556	-0.627288285	-0.627288285	-1.881864854	0.065334141	0.103866294	0.196002424	-0.3731698	-0.380911943	-1.119509399	4.181385056	6.647442798	12.54415517	0.24614795	0.117807463	0.738443849	-0.389793109	-0.39218874	-1.169379328	21.90716751	10.48486422	65.72150252	0.037676671	-0.59532064	1.243330142	-0.305448563	-0.38659	-10.07980258	0.26365802	-0.627288285	8.700714657	0.088235294	0.492537313	11
157	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.791649401	-0.791649401	-0.791649401	-0.199046668	-0.199046668	-0.199046668	0.189305137	0.189305137	0.189305137	-0.341130617	-0.341130617	-0.341130617	12.11552875	12.11552875	12.11552875	-0.133915388	-0.133915388	-0.133915388	-0.660826981	-0.660826981	-0.660826981	-11.91846951	-11.91846951	-11.91846951	0.317035326	-0.59532064	4.121459233	-0.212688903	-0.38659	-2.764955744	0.426558681	-0.627288285	5.54526285	0.2	0.722222222	13
158	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.189047031	-0.791649401	-1.512376249	-0.354216591	-0.627288285	-2.833732729	-0.111778544	-0.095142289	-0.894228354	-0.344951013	-0.344998669	-2.759608102	-7.153826832	-6.08910651	-57.23061465	-0.254824127	-0.214358987	-2.03859302	-0.537659911	-0.546231204	-4.301279285	-22.67934735	-19.07794989	-181.4347788	-0.564671567	-0.59532064	-9.599416646	-0.106625253	-0.38659	-1.812629307	-0.482886444	-0.627288285	-8.209069542	0.166666667	0.261538462	2.125
159	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.024059145	-0.791649401	-0.216532303	-0.627288285	-0.627288285	-5.645594562	0.223098453	0.264998405	2.007886075	-0.305362684	-0.292752256	-2.748264152	14.27830098	16.95989793	128.5047088	0.099363829	0.135589255	0.894274464	-0.529882053	-0.561669156	-4.76893848	8.843380811	12.06744373	79.59042729	0.965780472	1.459053359	15.45248756	0.346991792	-0.38659	5.551868667	0.70210287	1.128818108	11.23364593	0.3	0.347826087	1.777777778
160	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.033136448	-0.791649401	0.099409345	-0.627288285	-0.627288285	-1.881864854	0.051991033	-0.061338082	0.1559731	-0.33063399	-0.356585031	-0.991901969	3.327426134	-3.925637241	9.982278403	-0.034496188	0.044832241	-0.103488563	-0.525321517	-0.487310031	-1.57596455	-3.070160696	3.990069453	-9.210482088	0.267640996	-0.59532064	3.74697395	-0.252484466	-0.38659	-3.534782523	-0.265151065	-0.627288285	-3.712114914	0.428571429	0.666666667	4.666666667
161	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.19664576	0.379822126	1.769811836	-0.552812174	-0.627288285	-4.975309565	0.142619296	0.177888036	1.283573666	-0.261164518	-0.265462774	-2.35048066	9.127634961	11.38483431	82.14871465	0.208477351	0.143591363	1.876296162	-0.418000543	-0.398595374	-3.762004884	18.55448427	12.77963134	166.9903585	0.859806693	1.381349265	38.69130117	0.280311494	-0.38659	12.61401721	0.106046598	-0.627288285	4.772096932	0.092783505	0.316901408	5
162	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.317941003	0.461823585	2.861469024	-0.627288285	-0.627288285	-5.645594562	0.439171306	0.385662004	3.952541758	-0.217314004	-0.227669009	-1.955826038	28.10696361	24.68236828	252.9626725	0.176487659	0.163064468	1.588388932	-0.508732942	-0.511713501	-4.578596479	15.70740166	14.51273768	141.366615	0.432008199	-0.59532064	8.208155776	0.735142889	-0.38659	13.96771488	0.125267778	-0.627288285	2.380087782	0.225	0.322033898	2.111111111
163	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.308615731	0.031648263	3.08615731	-0.627288285	-0.627288285	-6.272882847	0.147023608	0.133023098	1.470236077	-0.324751997	-0.27882802	-3.247519971	9.409510895	8.513478273	94.09510895	-0.123356838	-0.181571011	-1.233568379	-0.570755402	-0.572893552	-5.707554023	-10.97875858	-16.15981997	-109.7875858	-0.59532064	-0.59532064	-9.525130246	-0.38659	-0.38659	-6.18544	-0.627288285	-0.627288285	-10.03661256	0.144927536	0.188235294	1.6
164	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.528303508	-0.791649401	-4.754731569	-0.614589705	-0.627288285	-5.531307347	0.487290177	0.703347822	4.385611597	-0.216461963	-0.205132104	-1.948157671	31.18657136	45.01426061	280.6791422	0.062299215	0.069304602	0.560692939	-0.504477405	-0.547835896	-4.540296647	5.544630175	6.168109541	49.90167157	-0.317981391	-0.59532064	-27.98236244	-0.254940983	-0.38659	-22.43480649	-0.091555987	-0.627288285	-8.056926815	0.375	0.785714286	9.777777778
165	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.377977019	-0.791649401	-2.267862115	-0.627288285	-0.627288285	-3.763729708	-0.004961144	0.048895953	-0.029766865	-0.244053967	-0.240273244	-1.464323803	-0.317513227	3.129341021	-1.905079361	0.3815315	0.42414509	2.289189002	-0.334398545	-0.323873194	-2.00639127	33.95630352	37.74891301	203.7378211	0.876040995	1.447114651	92.86034544	-0.253018304	-0.38659	-26.81994024	0.335702724	-0.627288285	35.58448874	0.428571429	0.883333333	17.66666667
166	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.013550918	-0.791649401	0.203263764	-0.457050997	-0.627288285	-6.855764962	0.380320671	0.356725542	5.704810067	-0.189004891	-0.186230762	-2.83507337	24.34052295	22.83043466	365.1078443	0.2024089	0.154344847	3.036133497	-0.440330395	-0.494167152	-6.604955921	18.01439208	13.73669138	270.2158812	1.181715694	1.628970705	30.72460804	0.0326109	-0.38659	0.847883387	0.857415111	1.212299247	22.29279289	0.3	0.342105263	1.733333333
167	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.791649401	-0.791649401	-0.791649401	-0.627288285	-0.627288285	-0.627288285	0.021902866	0.021902866	0.021902866	-0.120634305	-0.120634305	-0.120634305	1.401783441	1.401783441	1.401783441	-0.716688889	-0.716688889	-0.716688889	-0.582790382	-0.582790382	-0.582790382	-63.78531112	-63.78531112	-63.78531112	-0.349631347	-0.59532064	-3.14668212	0.211256922	-0.38659	1.901312298	-0.409700187	-0.627288285	-3.687301683	0.125	0.529411765	9
168	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.391413645	-0.791649401	-2.348481868	-0.591823834	-0.627288285	-3.550943006	0.204743025	0.193193231	1.228458148	-0.312761104	-0.25033038	-1.876566624	13.10355358	12.3643668	78.62132146	0.221576025	0.023441429	1.329456152	-0.257018726	-0.477651753	-1.542112357	19.72026625	2.086287147	118.3215975	0.420707841	-0.59532064	4.627786256	0.238141535	-0.38659	2.619556889	0.573721946	0.926853931	6.310941401	0.428571429	0.44	1.833333333
169	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.399580905	0.546590153	2.397485429	-0.627288285	-0.627288285	-3.763729708	0.314893959	0.218024681	1.889363757	-0.306264907	-0.345631195	-1.837589442	20.1532134	13.95357961	120.9192804	0.327193079	0.265156946	1.963158472	-0.196615725	-0.484332047	-1.179694352	29.12018401	23.59896817	174.721104	0.899097227	1.337337667	46.7530558	-0.263751065	-0.38659	-13.7150554	0.528601382	0.582947304	27.48727187	0.3	0.722222222	8.666666667
170	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.199582449	-0.39997343	1.596659589	-0.627288285	-0.627288285	-5.018306278	0.059067221	-0.01281993	0.472537765	-0.33174624	-0.281324247	-2.653969919	3.780302118	-0.820475516	30.24241695	0.096896696	0.057630542	0.77517357	-0.473999043	-0.486063495	-3.791992341	8.623805971	5.129118246	68.99044777	-0.59532064	-0.59532064	-13.09705409	0.834645935	-0.38659	18.36221058	-0.117866981	-0.627288285	-2.593073572	0.2	0.35483871	2.75
171	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.762880771	-0.791649401	-2.288642314	-0.627288285	-0.627288285	-1.881864854	0.373788887	0.236607826	1.121366662	-0.236989912	-0.198621083	-0.710969737	23.92248879	15.14290086	71.76746637	0.04635951	0.188067933	0.13907853	-0.602431719	-0.548957444	-1.807295157	4.125996379	16.73804603	12.37798914	1.045511062	1.464993213	6.27306637	-0.277633799	-0.38659	-1.665802797	0.663601177	0.592518154	3.981607064	0.230769231	0.315789474	2
172	MELA.LivnatJerby-Arnon2018.sce.rds	30	0.541240123	0.519982255	3.247440738	-0.627288285	-0.627288285	-3.763729708	0.012909388	0.008616531	0.077456329	-0.364675055	-0.349582185	-2.188050331	0.826200844	0.551457973	4.957205064	-0.022826056	-0.077380593	-0.136956337	-0.53381879	-0.52852031	-3.202912741	-2.031518994	-6.886872783	-12.18911397	0.713836738	1.098920791	18.55975518	-0.139286794	-0.38659	-3.621456648	0.253388127	-0.627288285	6.588091297	0.315789474	0.577777778	4.333333333
173	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.109209617	-0.712239	-0.436838468	-0.627288285	-0.627288285	-2.509153139	0.499325972	0.674353513	1.997303888	-0.230257128	-0.194926975	-0.92102851	31.9568622	43.15862484	127.8274488	0.115449312	0.123284666	0.461797248	-0.548260959	-0.558505407	-2.193043837	10.27498878	10.97233528	41.0999551	1.327435958	1.787980975	62.38949001	0.143281405	-0.38659	6.734226037	0.02907428	-0.627288285	1.366491163	0.285714286	0.770491803	11.75
174	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.239256532	-0.791649401	-2.87107838	-0.627288285	-0.627288285	-7.527459416	0.336932531	0.380082399	4.043190378	-0.273609752	-0.253473758	-3.283317025	21.56368202	24.32527355	258.7641842	-0.01136932	0.058842224	-0.136431841	-0.585597578	-0.553577942	-7.027170933	-1.011869485	5.236957907	-12.14243382	0.005705636	-0.59532064	0.245342351	-0.048887307	-0.38659	-2.102154186	-0.198722488	-0.627288285	-8.545067001	0.235294118	0.457446809	3.583333333
175	MELA.LivnatJerby-Arnon2018.sce.rds	30	1.634978903	1.634978903	3.269957806	-0.627288285	-0.627288285	-1.254576569	-0.104617225	-0.104617225	-0.20923445	-0.383563345	-0.383563345	-0.767126689	-6.695502404	-6.695502404	-13.39100481	-0.076918483	-0.076918483	-0.153836965	-0.509020286	-0.509020286	-1.018040572	-6.845744964	-6.845744964	-13.69148993	1.414923076	1.744842764	67.91630766	-0.38659	-0.38659	-18.55632	0.393372891	-0.627288285	18.88189875	0.125	0.75	24
176	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.791649401	-0.791649401	-3.958247007	-0.562358121	-0.627288285	-2.811790605	0.111811987	0.088893622	0.559059933	-0.377477474	-0.371586141	-1.88738737	7.155967146	5.689191782	35.77983573	0.036677832	0.020603727	0.183389158	-0.547139964	-0.557853125	-2.735699819	3.264327013	1.833731663	16.32163506	1.583477311	1.96158108	44.33736471	0.106251156	-0.38659	2.975032359	0.831734915	1.455937817	23.28857763	0.263157895	0.595744681	5.6
177	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.251305158	-0.791649401	-1.759136108	-0.627288285	-0.627288285	-4.391017993	0.083267043	0.040072482	0.5828693	-0.251245695	-0.285370212	-1.758719864	5.32909074	2.564638841	37.30363518	0.17089738	0.248075485	1.196281661	-0.425989154	-0.405029111	-2.981924079	15.20986683	22.07871815	106.4690678	-0.241999615	-0.59532064	-4.83999229	-0.228422642	-0.38659	-4.568452844	-0.452309622	-0.627288285	-9.046192434	0.35	0.5	2.857142857
178	MELA.LivnatJerby-Arnon2018.sce.rds	30	-0.791649401	-0.791649401	-1.583298803	-0.627288285	-0.627288285	-1.254576569	-0.575614854	-0.575614854	-1.151229708	-0.48052162	-0.48052162	-0.961043241	-36.83935067	-36.83935067	-73.67870134	-0.362546585	-0.362546585	-0.725093171	-0.611134255	-0.611134255	-1.22226851	-32.26664611	-32.26664611	-64.53329221	-0.287640456	-0.59532064	-1.725842735	-0.38659	-0.38659	-2.31954	-0.627288285	-0.627288285	-3.763729708	0.142857143	0.3	3
179	MM.thisStudy.sce.rds	3	-0.286641759	-0.630640204	-14.33208795	-0.366569793	-0.366569793	-18.32848965	-0.048394125	-0.054855686	-2.419706246	-0.016849026	-0.01299036	-0.842451282	-4.210288868	-4.77244465	-210.5144434	-0.017391507	-0.020981478	-0.869575357	-0.073144701	-0.074530041	-3.65723506	-1.808716742	-2.182073683	-90.43583711	0.660937035	1.005519289	980.1696226	-0.013600849	-0.318999756	-20.17005851	-0.033247035	-0.366569793	-49.30535346	0.06377551	0.654168505	29.66
180	MM.thisStudy.sce.rds	3	0.24976495	-0.630640204	71.93230559	-0.185221154	-0.366569793	-53.34369243	0.037564162	0.036806829	10.81847857	-0.008912473	-0.010081952	-2.566792311	3.268082069	3.20219416	941.207636	0.056136207	0.057747389	16.1672275	-0.061903742	-0.061590599	-17.82827778	5.838165485	6.005728473	1681.39166	0.184194013	-0.671587088	587.5789019	0.105146971	-0.318999756	335.4188364	0.164246875	-0.366569793	523.9475306	0.420437956	0.823225806	11.07638889
181	MM.thisStudy.sce.rds	3	-0.420958973	-0.630640204	-10.10301534	-0.31025468	-0.366569793	-7.446112325	-0.00961805	-0.018239416	-0.230833204	-0.010619382	-0.013367369	-0.25486517	-0.836770363	-1.586829229	-20.08248872	0.028150557	0.026133074	0.675613376	-0.06039259	-0.063274398	-1.449422167	2.927657963	2.717839656	70.26379111	-0.246652911	-0.671587088	-497.7455738	0.361981535	-0.318999756	730.4787371	0.525898613	-0.366569793	1061.263402	0.201680672	0.94431446	84.08333333
182	NPC.YangLiu2021.sce.rds	10	0.124592345	-0.650588601	146.146821	-0.694579215	-0.70958939	-814.7414192	0.016026195	0.014686782	18.79872618	-0.017218024	-0.013359155	-20.19674176	1.330174146	1.219002931	1560.294273	0.012333505	0.011531184	14.46720174	-0.08419133	-0.084990369	-98.75643034	1.208683522	1.130056043	1417.785771	0.842860024	1.012527219	3420.325977	-0.176202158	-0.439150276	-715.028359	0.423460906	0.449092894	1718.404356	0.520870337	0.643106181	3.459505541
183	NPC.YangLiu2021.sce.rds	10	-0.109493118	-0.650588601	-62.52057024	-0.675227683	-0.70958939	-385.555007	0.014680563	0.017469806	8.382601554	-0.018103179	-0.014429362	-10.33691534	1.218486741	1.449993887	695.755929	-0.020069938	-0.019278921	-11.45993439	-0.086938026	-0.086293999	-49.6416126	-1.966853888	-1.88933425	-1123.07357	0.522674383	0.721032623	348.6238132	0.174090196	-0.439150276	116.1181608	0.13742523	-0.013177619	91.66262858	0.324616259	0.27493817	1.168126095
184	NPC.YangLiu2021.sce.rds	10	-0.070611552	-0.650588601	-25.27893546	-0.639017699	-0.70958939	-228.7683364	0.020755299	0.02164956	7.430397201	-0.024908684	-0.0206103	-8.917308815	1.722689854	1.796913514	616.7229677	0.002014707	-0.000635683	0.721265173	-0.075775169	-0.074291743	-27.12751034	0.197441304	-0.062296907	70.68398699	0.274452881	0.475898761	1186.459806	-0.182974291	-0.439150276	-790.9978618	0.147051919	-0.70958939	635.7054463	0.385775862	0.823271758	12.07541899
